eta,step,rv_full,rv_hollow,rho,rho_error,rms_radius,dimensionless_penalty,objective
100.0,20,0.6641632914543152,0.7228639125823975,0.9852846960475171,0.004715303952482874,13.451436996459961,0.0011117045682150308,0.7217522080141824
100.0,30,0.6639077663421631,0.7252690196037292,0.9858722147672041,0.004127785232795889,13.790782928466797,0.0008519305464043904,0.7244170890573248
100.0,40,0.6634034514427185,0.7275117039680481,0.986430512600508,0.003569487399492033,14.147225379943848,0.0006370620147566197,0.7268746419532914
100.0,50,0.662623405456543,0.7296022176742554,0.9869691906958117,0.003030809304188309,14.5133056640625,0.00045929025191772106,0.7291429274223377
100.0,60,0.6616973876953125,0.7315585613250732,0.987476143257328,0.0025238567426719705,14.881362915039062,0.00031849264287653843,0.7312400686821967
100.0,70,0.6606086492538452,0.7333799600601196,0.987950416133665,0.002049583866335025,15.247845649719238,0.00021003970125704153,0.7331699203588626
100.0,80,0.6593825817108154,0.7350303530693054,0.9883866422232417,0.0016133577767583063,15.60831069946289,0.00013014616579132523,0.7349002069035141
100.0,90,0.6581207513809204,0.7365361452102661,0.9887841655469763,0.0012158344530236453,15.960285186767578,7.391267085796534e-05,0.7364622325394081
100.0,100,0.6567862629890442,0.7379087209701538,0.9891498440679996,0.0008501559320004404,16.30240821838379,3.613825543577687e-05,0.737872582714718
100.0,110,0.6553586721420288,0.7391571402549744,0.9894876732952658,0.0005123267047342228,16.634660720825195,1.3123932619191375e-05,0.7391440163223552
100.0,120,0.653924822807312,0.7403098344802856,0.9897964605395349,0.00020353946046514082,16.957197189331055,2.071415598322031e-06,0.7403077630646874
100.0,130,0.6524617075920105,0.7413711547851562,0.9900839582808677,8.395828086771306e-05,17.269779205322266,3.524496463130897e-07,0.7413708023355099
100.0,140,0.6509349942207336,0.7423146367073059,0.9903492720023341,0.00034927200233414446,17.5718994140625,6.099546580725131e-06,0.7423085371607252
100.0,150,0.649472177028656,0.7431729435920715,0.9905899566909919,0.0005899566909919329,17.863426208496094,1.740244486230755e-05,0.7431555411472093
100.0,160,0.6480355262756348,0.7439597249031067,0.9908118565241177,0.0008118565241177489,18.144622802734375,3.295555078762765e-05,0.743926769352319
100.0,170,0.6466090083122253,0.7446981072425842,0.9910182513971219,0.001018251397121861,18.415307998657227,5.184179538703109e-05,0.7446462654471971
100.0,180,0.6452211737632751,0.7453768253326416,0.9912076504484542,0.0012076504484541672,18.67613983154297,7.292098028257756e-05,0.745303904352359
100.0,190,0.6438320875167847,0.7459754347801208,0.9913842280904551,0.0013842280904551307,18.928722381591797,9.580437032025288e-05,0.7458796304098005
100.0,200,0.642469048500061,0.7465294599533081,0.9915484613988207,0.0015484613988206997,19.17168426513672,0.00011988663518188789,0.7464095733181262
100.0,210,0.6411418318748474,0.7470480799674988,0.991700529276937,0.0017005292769369795,19.406734466552734,0.00014458999108599033,0.7469034899764128
100.0,220,0.6398739218711853,0.7475190758705139,0.9918417436829682,0.0018417436829681888,19.63344383239746,0.00016960098968766142,0.7473494748808263
100.0,230,0.6386466026306152,0.7479398250579834,0.9919741321886223,0.0019741321886223018,19.85403060913086,0.000194859894907734,0.7477449651630756
100.0,240,0.637383759021759,0.7483251094818115,0.9921012132271579,0.0021012132271579498,20.068124771118164,0.0002207548512991763,0.7481043546305124
100.0,250,0.6361910700798035,0.7487015128135681,0.9922170829868364,0.0022170829868364272,20.274385452270508,0.0002457728485259767,0.7484557399650421
100.0,260,0.6350734829902649,0.7490319013595581,0.9923271085692382,0.0023271085692382343,20.47382354736328,0.0002707717146511011,0.748761129644907
100.0,270,0.6338760256767273,0.7493333220481873,0.9924340331596156,0.002434033159615656,20.66645622253418,0.0002962258711054287,0.7490370961770818
100.0,280,0.6327731013298035,0.7496102452278137,0.9925314758705341,0.00253147587053415,20.852907180786133,0.00032041850415483165,0.7492898267236588
100.0,290,0.6316812038421631,0.7498658895492554,0.9926248038035741,0.002624803803574105,21.0333194732666,0.00034447975036285445,0.7495214097988925
100.0,300,0.6306429505348206,0.7501019835472107,0.9927128839039575,0.002712883903957519,21.208078384399414,0.0003679869538175895,0.7497339965933931
100.0,310,0.6296311616897583,0.750321626663208,0.9927933904276661,0.0027933904276661314,21.37724494934082,0.00039015150406883863,0.7499314751591392
100.0,320,0.6286553144454956,0.7505254149436951,0.9928726446276727,0.0028726446276726714,21.541017532348633,0.00041260435784483304,0.7501128105858502
100.0,330,0.6277166604995728,0.750714898109436,0.9929467702639466,0.0029467702639466298,21.699630737304688,0.00043417274942400455,0.750280725360012
100.0,340,0.62680584192276,0.7508925795555115,0.9930148728195579,0.0030148728195579233,21.853336334228516,0.00045447290590545713,0.750438106649606
100.0,350,0.6259323954582214,0.7510597109794617,0.9930820808582391,0.0030820808582391335,22.00242042541504,0.00047496112083620365,0.7505847498586254
100.0,360,0.6250807642936707,0.7512193918228149,0.9931449952156559,0.0031449952156559213,22.147010803222656,0.0004945497453249318,0.75072484207749
100.0,370,0.6242426633834839,0.7513634562492371,0.9932057627324404,0.0032057627324404425,22.287137985229492,0.0005138457348352007,0.7508496105144019
100.0,380,0.6234197020530701,0.7514979839324951,0.9932640256018206,0.003264025601820597,22.422794342041016,0.0005326931564670155,0.7509652907760281
100.0,390,0.62264084815979,0.751623809337616,0.9933184122311705,0.0033184122311704645,22.554616928100586,0.000550592986799087,0.7510732163508169
100.0,400,0.6219013929367065,0.7517402768135071,0.9933689226204899,0.0033689226204899336,22.68263816833496,0.000567481981142438,0.7511727948323647
100.0,410,0.6211798787117004,0.751850426197052,0.9934185384928792,0.0034185384928792084,22.80702781677246,0.0005843202713648425,0.7512661059256872
100.0,420,0.6204774975776672,0.7519536018371582,0.9934656497178642,0.0034656497178642276,22.92790985107422,0.0006005363983466199,0.7513530654388115
100.0,430,0.6198107600212097,0.7520523071289062,0.993510375564369,0.0035103755643690615,23.04532814025879,0.0006161368301459704,0.7514361702987603
100.0,440,0.6191501617431641,0.7521496415138245,0.9935530738391656,0.003553073839165588,23.15925407409668,0.0006312166853281446,0.7515184248284963
100.0,450,0.6184908747673035,0.7522398829460144,0.99359451979026,0.0035945197902600423,23.269956588745117,0.0006460286261285549,0.7515938543198859
100.0,460,0.617864727973938,0.7523238658905029,0.9936348923210384,0.0036348923210384187,23.377784729003906,0.0006606221092772032,0.7516632437812257
100.0,470,0.6172683835029602,0.7524034976959229,0.9936734758179565,0.0036734758179565175,23.482833862304688,0.0006747212292555652,0.7517287764666672
100.0,480,0.6166926026344299,0.7524786591529846,0.9937090179573124,0.003709017957312377,23.58518409729004,0.0006878407103832839,0.7517908184426013
100.0,490,0.6161511540412903,0.7525517344474792,0.993743069235118,0.003743069235118024,23.68485450744629,0.0007005283649443514,0.7518512060825349
100.0,500,0.6156353950500488,0.7526205778121948,0.9937761067270695,0.003776106727069517,23.781848907470703,0.000712949100710983,0.7519076287114839
1000.0,0,0.6706081628799438,0.7140463590621948,0.9826020397741595,0.007397960225840494,12.88380241394043,0.027364907751558965,0.6866814513106358
1000.0,10,0.6604810953140259,0.719700276851654,0.985125650937346,0.004874349062653938,13.253060340881348,0.01187963939229766,0.7078206374593564
1000.0,20,0.6596688032150269,0.7234277725219727,0.9860606596671443,0.003939340332855701,13.706474304199219,0.0077592011290318315,0.7156685713929408
1000.0,30,0.6600066423416138,0.7269037961959839,0.9867464559802178,0.003253544019782173,14.183571815490723,0.00529277434433017,0.7216110218516537
1000.0,40,0.6596978902816772,0.7297648787498474,0.9873480484329383,0.002651951567061661,14.642424583435059,0.0035164235570204,0.726248455192827
1000.0,50,0.6590214371681213,0.7321010231971741,0.9878721160850505,0.0021278839149494466,15.068665504455566,0.002263944977750292,0.7298370782194238
1000.0,60,0.6581752300262451,0.7340436577796936,0.9883245627482931,0.001675437251706935,15.459663391113281,0.0014035449922036435,0.73264011278749
1000.0,70,0.6572234630584717,0.7356853485107422,0.9887171364116811,0.001282863588318861,15.819112777709961,0.000822869493117172,0.734862479017625
1000.0,80,0.6562544703483582,0.7370897531509399,0.9890576491897376,0.0009423508102623934,16.149614334106445,0.0004440125248010947,0.7366457406261389
1000.0,90,0.6552976369857788,0.7382982969284058,0.9893541517348334,0.0006458482651665598,16.45473289489746,0.00020855999080932747,0.7380897369375964
1000.0,100,0.6544073224067688,0.7393614649772644,0.9896124882242451,0.0003875117757549118,16.737268447875977,7.508268817436253e-05,0.73928638228909
1000.0,110,0.653541624546051,0.7402823567390442,0.9898407689448055,0.00015923105519444203,16.999191284179688,1.267726446916772e-05,0.740269679474575
1000.0,120,0.6527016162872314,0.7410929203033447,0.9900448977082534,4.489770825344408e-05,17.242643356323242,1.0079021032056903e-06,0.7410919124012415
1000.0,130,0.6518951654434204,0.741809606552124,0.9902285122167712,0.00022851221677122613,17.469524383544922,2.610891660684992e-05,0.7417834976355172
1000.0,140,0.6511232852935791,0.742448627948761,0.9903932822352949,0.0003932822352948895,17.681604385375977,7.73354582992724e-05,0.7423712924904617
1000.0,150,0.6503864526748657,0.7430222630500793,0.9905431436383169,0.0005431436383168675,17.880868911743164,0.00014750250592204212,0.7428747605441574
1000.0,160,0.6496912240982056,0.7435396909713745,0.9906788716738435,0.0006788716738435063,18.068714141845703,0.00023043337477354203,0.7433092575966009
1000.0,170,0.6490341424942017,0.7440071105957031,0.9908020168378867,0.000802016837886721,18.245988845825195,0.00032161550412690746,0.7436854950915762
1000.0,180,0.6484067440032959,0.7444322109222412,0.9909160975637049,0.0009160975637049207,18.413402557373047,0.0004196173731130456,0.7440125935491282
1000.0,190,0.6478103399276733,0.7448190450668335,0.9910199211620581,0.0010199211620580684,18.571496963500977,0.0005201195884069402,0.7442989254784266
1000.0,200,0.6472469568252563,0.7451720237731934,0.9911165886249704,0.0011165886249704382,18.720882415771484,0.000623385078706687,0.7445486386944866
1000.0,210,0.6467126607894897,0.7454947829246521,0.9912053247044359,0.0012053247044359061,18.862218856811523,0.0007264038215617521,0.7447683791030903
1000.0,220,0.6462105512619019,0.7457910180091858,0.9912873817241566,0.0012873817241566554,18.996091842651367,0.0008286758518462814,0.7449623421573395
1000.0,230,0.6457371115684509,0.7460647225379944,0.9913625211462848,0.0013625211462847675,19.12306785583496,0.0009282319370365784,0.7451364906009578
1000.0,240,0.645293116569519,0.7463147640228271,0.9914320549289842,0.0014320549289842388,19.24353790283203,0.0010253906598140267,0.7452893733630132
1000.0,250,0.6448729038238525,0.7465458512306213,0.9914973546648812,0.001497354664881212,19.357826232910156,0.0011210354962207633,0.7454248157344006
1000.0,260,0.6444756388664246,0.7467590570449829,0.9915579432782797,0.0015579432782797387,19.466188430786133,0.0012135936291685096,0.7455454634158144
1000.0,270,0.6441008448600769,0.7469567060470581,0.9916129262522496,0.0016129262522496246,19.568910598754883,0.0013007655475980099,0.74565594049946
1000.0,280,0.6437491774559021,0.7471411228179932,0.9916654045788152,0.001665404578815255,19.666292190551758,0.0013867862055694084,0.7457543366124237
1000.0,290,0.643416702747345,0.7473149299621582,0.9917140066653505,0.001714006665350487,19.75845718383789,0.0014689094244329482,0.7458460205377253
1000.0,300,0.6431037783622742,0.7474797368049622,0.9917587921463172,0.0017587921463172451,19.84542465209961,0.001546674906973611,0.7459330618979886
1000.0,310,0.642812192440033,0.7476364970207214,0.9918006555386457,0.0018006555386457235,19.92741584777832,0.0016211801844277602,0.7460153168362936
1000.0,320,0.642548143863678,0.7477859854698181,0.9918382848841718,0.0018382848841718147,20.004907608032227,0.001689645657687291,0.7460963398121309
1000.0,330,0.6423232555389404,0.7479281425476074,0.9918737077546036,0.001873707754603604,20.0794734954834,0.0017553903748308399,0.7461727521727766
1000.0,340,0.6421071887016296,0.7480525970458984,0.9919073415911752,0.0019073415911752267,20.151447296142578,0.0018189759727134228,0.746233621073185
1000.0,350,0.6418708562850952,0.7481676936149597,0.9919410350622088,0.0019410350622087735,20.221782684326172,0.0018838085563619086,0.7462838850585978
1000.0,360,0.6416466236114502,0.748274028301239,0.991971806444604,0.0019718064446040406,20.288349151611328,0.0019440103274910138,0.746330017973748
1000.0,370,0.6414660215377808,0.7483692169189453,0.991998641952507,0.0019986419525069854,20.351442337036133,0.0019972848271604675,0.7463719320917849
1000.0,380,0.6412721276283264,0.7484598159790039,0.9920258352671819,0.002025835267181919,20.411598205566406,0.002052004264879019,0.7464078117141248
1000.0,390,0.6410854458808899,0.74854576587677,0.9920508221067625,0.002050822106762551,20.469484329223633,0.002102935656792994,0.746442830219977
1000.0,400,0.6409189105033875,0.7486257553100586,0.9920759878497293,0.0020759878497292883,20.525049209594727,0.002154862776111817,0.7464708925339468
1000.0,410,0.6407585740089417,0.7487004995346069,0.9920984700419057,0.0020984700419056646,20.578102111816406,0.002201788258387781,0.7464987112762191
1000.0,420,0.6406047344207764,0.7487698197364807,0.992119938448228,0.002119938448227998,20.62860107421875,0.0022470695121376665,0.746522750224343
1000.0,430,0.6404605507850647,0.7488345503807068,0.9921405719720822,0.0021405719720821725,20.676864624023438,0.0022910241838318807,0.7465435261968749
1000.0,440,0.6403272747993469,0.7488954067230225,0.9921583430417601,0.0021583430417601024,20.722898483276367,0.0023292223429571255,0.7465661843800654
1000.0,450,0.6402008533477783,0.7489525675773621,0.992176889359444,0.0021768893594440453,20.766883850097656,0.002369423641630353,0.7465831439357317
1000.0,460,0.6400890350341797,0.749006450176239,0.992194064084502,0.0021940640845019566,20.808937072753906,0.002406958603450704,0.7465994915727883
1000.0,470,0.6399790048599243,0.7490568161010742,0.9922092112378516,0.0022092112378515605,20.84910774230957,0.002440307146724812,0.7466165089543494
1000.0,480,0.6398832201957703,0.7491044998168945,0.992223404239809,0.002223404239809046,20.88751220703125,0.0024717632068004206,0.7466327366100941
1000.0,490,0.6398023962974548,0.7491505742073059,0.9922375972417666,0.0022375972417666423,20.924345016479492,0.0025034207081808427,0.746647153499125
1000.0,500,0.6397321224212646,0.7491949796676636,0.9922495241341679,0.0022495241341679018,20.95994758605957,0.002530179415101924,0.7466648002525617
3000.0,0,0.6706081628799438,0.7140463590621948,0.9826020397741595,0.007397960225840494,12.88380241394043,0.0820947232546769,0.6319516358075179
3000.0,10,0.6542642116546631,0.7161187529563904,0.985470039955433,0.004529960044566961,13.308568954467773,0.03078080700805965,0.6853379459483308
3000.0,20,0.6536251902580261,0.7209309935569763,0.9864928306133046,0.0035071693866953746,13.807051658630371,0.018450355660459813,0.7024806378965165
3000.0,30,0.6547921895980835,0.7257083058357239,0.9872033155936488,0.0027966844063511687,14.32437515258789,0.011732165503091684,0.7139761403326322
3000.0,40,0.6555436849594116,0.7293577194213867,0.9877699622516336,0.002230037748366387,14.807635307312012,0.007459602538708538,0.7218981168826781
3000.0,50,0.655509889125824,0.7319813370704651,0.9882349917863594,0.001765008213640562,15.230367660522461,0.004672880991327972,0.7273084560791371
3000.0,60,0.6551358699798584,0.7339637875556946,0.9886187991838326,0.0013812008161674383,15.595291137695312,0.0028615735418723964,0.7311022140138221
3000.0,70,0.6546621322631836,0.7355287671089172,0.9889352196392385,0.0010647803607615192,15.912508010864258,0.0017006358249951462,0.7338281312839221
3000.0,80,0.6542888879776001,0.7368190884590149,0.9891928405151061,0.000807159484893849,16.190536499023438,0.0009772596510811554,0.7358418288079337
3000.0,90,0.6539005637168884,0.7378872036933899,0.9894102081291194,0.000589791870880596,16.436717987060547,0.0005217816764352505,0.7373654220169547
3000.0,100,0.6535686254501343,0.7387843132019043,0.9895937033687131,0.0004062966312868843,16.65593910217285,0.00024761542889260564,0.7385366977730117
3000.0,110,0.6532726883888245,0.7395464777946472,0.9897493493145498,0.00025065068545016,16.85202407836914,9.423864917495258e-05,0.7394522391454723
3000.0,120,0.6530101895332336,0.7401940822601318,0.9898844213709943,0.00011557862900568594,17.02864646911621,2.003762922425098e-05,0.7401740446309076
3000.0,130,0.6527807116508484,0.7407536506652832,0.9900005296685207,5.296685207101248e-07,17.189002990722656,4.2082311274687785e-10,0.74075365024446
3000.0,140,0.6525787711143494,0.7412484288215637,0.9901029816742477,0.0001029816742477152,17.335208892822266,1.5907837846293794e-05,0.7412325209837174
3000.0,150,0.6524013876914978,0.7416760325431824,0.9901936260564974,0.00019362605649742015,17.469308853149414,5.6236574632113216e-05,0.7416197959685502
3000.0,160,0.6522510647773743,0.7420486211776733,0.990273536235586,0.0002735362355860138,17.592561721801758,0.00011223310826785088,0.7419363880694055
3000.0,170,0.6521092653274536,0.7423791289329529,0.9903453361278417,0.0003453361278417111,17.70607566833496,0.00017888556178905993,0.7422002433711639
3000.0,180,0.6519817113876343,0.7426736950874329,0.9904095028089606,0.00040950280896057123,17.81073570251465,0.00025153882581989716,0.742422156261613
3000.0,190,0.6518737077713013,0.7429360747337341,0.9904653802998605,0.0004653802998605405,17.907270431518555,0.0003248682352474299,0.7426112064984867
3000.0,200,0.6517824530601501,0.7431702613830566,0.990516725571648,0.0005167255716480579,17.99632453918457,0.00040050797459251827,0.7427697534084641
3000.0,210,0.6517048478126526,0.7433794736862183,0.9905620477627729,0.0005620477627729104,18.078533172607422,0.00047384653145705056,0.7429056271547612
3000.0,220,0.6516419649124146,0.7435665130615234,0.9906028973692473,0.000602897369247346,18.154417037963867,0.000545227856768056,0.7430212852047554
3000.0,230,0.6515907049179077,0.7437352538108826,0.9906398111012292,0.0006398111012292373,18.224517822265625,0.0006140373678842541,0.7431212164429983
3000.0,240,0.6515480875968933,0.7438886761665344,0.9906721926140988,0.0006721926140987877,18.289308547973633,0.0006777643656734426,0.743210911800861
3000.0,250,0.6515139937400818,0.7440293431282043,0.9907017713072539,0.0007017713072539067,18.34914779663086,0.0007387244515272857,0.743290618676677
3000.0,260,0.6514852046966553,0.7441529035568237,0.9907290242563909,0.0007290242563908755,18.404632568359375,0.0007972145496094035,0.7433556890072144
3000.0,270,0.6514589786529541,0.7442660927772522,0.9907535936547375,0.0007535936547374833,18.456436157226562,0.0008518550946908957,0.7434142376825613
3000.0,280,0.6514363884925842,0.744368851184845,0.9907758969435279,0.0007758969435278651,18.50450325012207,0.0009030241004638245,0.7434658270843811
3000.0,290,0.6514161229133606,0.7444629669189453,0.990795516681528,0.0007955166815279968,18.549087524414062,0.0009492701858839744,0.7435136967330613
3000.0,300,0.6514000296592712,0.7445483803749084,0.9908140033647499,0.0008140033647499045,18.590606689453125,0.0009939022167362492,0.7435544781581722
3000.0,310,0.6513937711715698,0.744625449180603,0.9908299854005677,0.0008299854005676677,18.62928581237793,0.0010333136477332077,0.7435921355328698
3000.0,320,0.6513938903808594,0.7446961998939514,0.9908460270708473,0.000846027070847355,18.665361404418945,0.001073642706909833,0.7436225571870416
3000.0,330,0.6513932347297668,0.7447602152824402,0.9908597429971089,0.0008597429971088921,18.699161529541016,0.0011087370316166707,0.7436514782508236
3000.0,340,0.6513857245445251,0.7448197603225708,0.9908726240409023,0.0008726240409022701,18.730812072753906,0.0011422090751409101,0.7436775512474298
3000.0,350,0.651383101940155,0.7448744773864746,0.9908838353197594,0.0008838353197594406,18.760459899902344,0.0011717473086814089,0.7437027300777932
3000.0,360,0.6513815522193909,0.7449254989624023,0.9908946887918446,0.0008946887918446222,18.788251876831055,0.0012007020513785847,0.7437247969110238
3000.0,370,0.6513834595680237,0.7449734210968018,0.9909046477469997,0.0009046477469997205,18.81423568725586,0.0012275813192275055,0.7437458397775742
3000.0,380,0.6513848900794983,0.745017945766449,0.9909138910886106,0.0009138910886106189,18.83816146850586,0.001252795382762853,0.7437651503836861
3000.0,390,0.6513859033584595,0.7450600862503052,0.9909214646652855,0.0009214646652855318,18.860313415527344,0.0012736456940546659,0.7437864405562505
3000.0,400,0.6513892412185669,0.7451007962226868,0.9909286208007262,0.0009286208007261987,18.880807876586914,0.0012935048873120496,0.7438072913353747
3000.0,410,0.6513931155204773,0.7451409101486206,0.990935240226009,0.0009352402260089931,18.899688720703125,0.001312011420518029,0.7438288987281025
3000.0,420,0.651399552822113,0.7451803684234619,0.9909419192857537,0.0009419192857537118,18.9169979095459,0.001330817911312174,0.7438495505121497
3000.0,430,0.6514079570770264,0.745218813419342,0.990946093698094,0.0009460936980940637,18.932924270629883,0.0013426399283599521,0.7438761734909821
3000.0,440,0.6514261364936829,0.7452548742294312,0.9909505662827446,0.0009505662827445915,18.948314666748047,0.0013553643868363062,0.7438995098425949
3000.0,450,0.6514415144920349,0.7452921867370605,0.990954203984927,0.0009542039849269601,18.963184356689453,0.0013657578672757354,0.7439264288697848
3000.0,460,0.6514526605606079,0.7453239560127258,0.9909590940108115,0.000959094010811512,18.97725486755371,0.0013797919823617692,0.743944164030364
3000.0,470,0.651461124420166,0.7453485727310181,0.990963447326538,0.0009634473265379695,18.991369247436523,0.0013923461265197411,0.7439562266044983
3000.0,480,0.6514558792114258,0.7453721165657043,0.9909678602767265,0.0009678602767264621,19.00450897216797,0.0014051302728975356,0.7439669862928068
3000.0,490,0.6514625549316406,0.7453913688659668,0.9909721539579909,0.0009721539579908844,19.01702117919922,0.0014176249770560135,0.7439737438889108
