eta,step,rho,rv,rms_radius
10.0,60,0.959870606561456,0.7012388706207275,8.38836669921875
10.0,70,0.9599882032974626,0.701227605342865,8.427955627441406
10.0,80,0.9600982747979504,0.7012145519256592,8.46692943572998
10.0,90,0.960199805753365,0.7012022137641907,8.505143165588379
10.0,100,0.9602908252686897,0.7011906504631042,8.542468070983887
10.0,110,0.9603704374825531,0.7011827826499939,8.57878303527832
10.0,120,0.9604461079063827,0.7011759877204895,8.614516258239746
10.0,130,0.9605407705912841,0.7011680006980896,8.651448249816895
10.0,140,0.9606353735520939,0.7011575698852539,8.688132286071777
10.0,150,0.9607007714321992,0.7011480927467346,8.719581604003906
10.0,160,0.9607495660148897,0.7011428475379944,8.748493194580078
10.0,170,0.9607937618425407,0.7011365294456482,8.776159286499023
10.0,180,0.9608416605638599,0.7011280059814453,8.802677154541016
10.0,190,0.9608866925287909,0.7011211514472961,8.828286170959473
10.0,200,0.960929036909608,0.7011139392852783,8.853006362915039
10.0,210,0.9609691714990425,0.7011067867279053,8.876547813415527
10.0,220,0.9610054240225346,0.7010993957519531,8.898966789245605
10.0,230,0.9610420946146667,0.7010936141014099,8.920540809631348
10.0,240,0.9610960851933108,0.7010871171951294,8.941046714782715
10.0,250,0.9611280375822207,0.7010819911956787,8.9603271484375
10.0,260,0.9611301876495117,0.7010841369628906,8.979434967041016
10.0,270,0.9611676943789238,0.7010773420333862,8.999221801757812
10.0,280,0.9612014982146677,0.7010686993598938,9.018471717834473
10.0,290,0.9612270004017043,0.7010630965232849,9.03677749633789
10.0,300,0.9612508900382724,0.701058566570282,9.054264068603516
10.0,310,0.9612739435375607,0.7010550498962402,9.070842742919922
10.0,320,0.9612949066936493,0.7010511755943298,9.086938858032227
10.0,330,0.9613162281942863,0.7010475397109985,9.102605819702148
10.0,340,0.9613355787999065,0.7010422348976135,9.117774963378906
10.0,350,0.9613538543718811,0.7010384202003479,9.13230037689209
10.0,360,0.9613717715993072,0.7010350227355957,9.146469116210938
10.0,370,0.9613874193112594,0.7010334730148315,9.160090446472168
10.0,380,0.961402708678663,0.7010306119918823,9.173324584960938
10.0,390,0.9614172216328781,0.7010290026664734,9.186279296875
10.0,400,0.9614320332075504,0.7010239958763123,9.198624610900879
10.0,410,0.9614441571981087,0.7010232210159302,9.210601806640625
10.0,420,0.9614568187054898,0.7010222673416138,9.222347259521484
10.0,430,0.9614688232478654,0.7010171413421631,9.233786582946777
10.0,440,0.9614801111011438,0.7010178565979004,9.244974136352539
10.0,450,0.9614901447485025,0.7010177969932556,9.25599479675293
10.0,460,0.9614999394994954,0.7010167241096497,9.266610145568848
10.0,470,0.9615097342504884,0.7010153532028198,9.277039527893066
10.0,480,0.9615179761751044,0.7010162472724915,9.286654472351074
10.0,490,0.9615259194792632,0.7010170221328735,9.295577049255371
10.0,500,0.9615336836111479,0.7010164260864258,9.304146766662598
10.0,510,0.9615420449839468,0.7010128498077393,9.312796592712402
10.0,520,0.9615467034630776,0.7010153532028198,9.321483612060547
10.0,530,0.9615535717335909,0.7010183930397034,9.32961368560791
10.0,540,0.9615593649704587,0.7010200619697571,9.337376594543457
10.0,550,0.9615640831736809,0.7010221481323242,9.34475326538086
10.0,560,0.9615683235841718,0.7010222673416138,9.351806640625
10.0,570,0.9615729223392111,0.7010212540626526,9.35888385772705
10.0,580,0.9615768641292448,0.7010262608528137,9.365872383117676
10.0,590,0.961579730885633,0.701029360294342,9.373065948486328
10.0,600,0.9615825976420213,0.7010318040847778,9.379880905151367
10.0,610,0.9615884506029804,0.7010335922241211,9.386554718017578
10.0,620,0.9615935868748425,0.7010351419448853,9.393190383911133
10.0,630,0.9615958563903165,0.7010377645492554,9.399566650390625
10.0,640,0.9615987828707961,0.7010409832000732,9.40575885772705
10.0,650,0.9615980661816991,0.7010441422462463,9.411663055419922
10.0,660,0.961594781356671,0.7010481357574463,9.417621612548828
10.0,670,0.9615929299098369,0.7010511755943298,9.424174308776855
10.0,680,0.9615907201184544,0.7010549902915955,9.430971145629883
10.0,690,0.9615932882543855,0.7010543942451477,9.438322067260742
10.0,700,0.961595498045768,0.7010555267333984,9.446354866027832
10.0,710,0.9615966925275964,0.7010583877563477,9.4547700881958
10.0,720,0.9616009926621787,0.7010602355003357,9.463848114013672
10.0,730,0.961604456659481,0.7010613083839417,9.47382640838623
10.0,740,0.9616080998290577,0.7010632753372192,9.484017372131348
10.0,750,0.9616128180322799,0.7010626196861267,9.49402904510498
10.0,760,0.9616192682341533,0.7010592222213745,9.503437042236328
10.0,770,0.9616238072651012,0.7010582089424133,9.512676239013672
10.0,780,0.9616289435369634,0.7010599970817566,9.522073745727539
10.0,790,0.9616349756701968,0.7010611891746521,9.531618118286133
10.0,800,0.9616402313902419,0.7010601162910461,9.541275978088379
10.0,810,0.9616458454548353,0.7010587453842163,9.550885200500488
10.0,820,0.9616531317939887,0.7010578513145447,9.560519218444824
10.0,830,0.9616561777226511,0.7010589241981506,9.570131301879883
10.0,840,0.9616622098558846,0.7010594010353088,9.579155921936035
10.0,850,0.9616673461277467,0.7010575532913208,9.587870597839355
10.0,860,0.9616736768814372,0.7010529637336731,9.596407890319824
10.0,870,0.9616783353605681,0.7010533809661865,9.604772567749023
10.0,880,0.9616844869419844,0.7010539770126343,9.613059997558594
10.0,890,0.9616890856970237,0.7010540962219238,9.621228218078613
10.0,900,0.9616918927293205,0.701052725315094,9.629399299621582
10.0,910,0.961698223483011,0.701050877571106,9.637380599975586
10.0,920,0.9617025236175933,0.7010504603385925,9.645508766174316
10.0,930,0.9617068237521756,0.7010520100593567,9.653407096862793
10.0,940,0.961711004438575,0.7010504603385925,9.660584449768066
10.0,950,0.9617148865045173,0.7010486125946045,9.667473793029785
10.0,960,0.9617174546404484,0.701049268245697,9.673996925354004
10.0,970,0.9617230089809505,0.701047956943512,9.679787635803223
10.0,980,0.9617261743577958,0.7010462880134583,9.685399055480957
10.0,990,0.9617310717332923,0.7010445594787598,9.690677642822266
10.0,1000,0.9617344162824119,0.7010403871536255,9.696175575256348
100.0,0,0.9617344162824119,0.7010403871536255,9.696175575256348
100.0,10,0.9674467867304058,0.6941071152687073,9.977335929870605
100.0,20,0.9684459707798688,0.6943231821060181,10.229318618774414
100.0,30,0.9691282588002553,0.6942374110221863,10.452183723449707
100.0,40,0.9697226329580709,0.6937850117683411,10.659599304199219
100.0,50,0.970143030837579,0.6934465765953064,10.842761039733887
100.0,60,0.970466675688986,0.6931782364845276,11.00476360321045
100.0,70,0.9707073637774102,0.6930074691772461,11.14879322052002
100.0,80,0.9709010490058865,0.6928917765617371,11.279596328735352
100.0,90,0.9710583622626878,0.6928236484527588,11.400574684143066
100.0,100,0.9711951901561319,0.6927732229232788,11.51887035369873
100.0,110,0.9713135633053271,0.6927694082260132,11.628924369812012
100.0,120,0.971376631945867,0.6929591298103333,11.731736183166504
100.0,130,0.9715276741730692,0.6928266882896423,11.836160659790039
100.0,140,0.9715929526049917,0.6928366422653198,11.93902587890625
100.0,150,0.9716860027394246,0.6927857398986816,12.040213584899902
100.0,160,0.9717623898523513,0.6927500367164612,12.135687828063965
100.0,170,0.971830116972022,0.6927199959754944,12.229138374328613
100.0,180,0.9718945592666646,0.6926907300949097,12.31899356842041
100.0,190,0.9719544028062679,0.6926630139350891,12.408402442932129
100.0,200,0.9720100656594717,0.6926373839378357,12.494915008544922
100.0,210,0.9720631006526529,0.6926133632659912,12.580222129821777
100.0,220,0.9721108202016978,0.6925929188728333,12.664685249328613
100.0,230,0.9721551952016232,0.69258052110672,12.746983528137207
100.0,240,0.9722012424761083,0.6925709247589111,12.825252532958984
100.0,250,0.9722444229942052,0.6925490498542786,12.90271282196045
100.0,260,0.9722889174423134,0.6925228238105774,12.981489181518555
100.0,270,0.9723294701003878,0.6924982666969299,13.058939933776855
100.0,280,0.9723672157261655,0.6924746036529541,13.134488105773926
100.0,290,0.9724043043869376,0.692456841468811,13.208623886108398
100.0,300,0.9724378693263158,0.6924376487731934,13.284391403198242
100.0,310,0.972471553713877,0.6924214363098145,13.359488487243652
100.0,320,0.9725015352077699,0.6924065947532654,13.432605743408203
100.0,330,0.9725321139425772,0.6923903822898865,13.504778861999512
100.0,340,0.9725611995750989,0.6923778057098389,13.57648754119873
100.0,350,0.9725876573475981,0.6923666000366211,13.646279335021973
100.0,360,0.9726149512573773,0.6923549771308899,13.715219497680664
100.0,370,0.9726431410285277,0.6923421621322632,13.786025047302246
100.0,380,0.9726703752142154,0.692328155040741,13.854798316955566
100.0,390,0.9726952204362462,0.6923195123672485,13.922638893127441
100.0,400,0.9727186920041745,0.69230717420578,13.99039077758789
100.0,410,0.9727412677107313,0.6923003792762756,14.055635452270508
100.0,420,0.9727642017618368,0.6922922730445862,14.121245384216309
100.0,430,0.9727855829865653,0.6922837495803833,14.189367294311523
100.0,440,0.9728073822799338,0.6922767162322998,14.256185531616211
100.0,450,0.9728273898505596,0.692271888256073,14.325002670288086
100.0,460,0.9728457251466256,0.692268967628479,14.391727447509766
100.0,470,0.9728641798908745,0.6922643780708313,14.45733642578125
100.0,480,0.9728815596014778,0.6922630071640015,14.523372650146484
100.0,490,0.9728985212434412,0.6922604441642761,14.589573860168457
100.0,500,0.9729151245408562,0.692259669303894,14.655153274536133
100.0,510,0.972929458322797,0.692261815071106,14.722696304321289
100.0,520,0.9729480922393202,0.6922615766525269,14.78903865814209
100.0,530,0.9729648747090093,0.6922605633735657,14.854841232299805
100.0,540,0.9729784320777617,0.6922638416290283,14.921605110168457
100.0,550,0.9729931242042511,0.6922686100006104,14.988465309143066
100.0,560,0.9730072788139178,0.6922703385353088,15.055370330810547
100.0,570,0.9730226279054128,0.6922731399536133,15.121223449707031
100.0,580,0.9730354685850682,0.6922760605812073,15.1876802444458
100.0,590,0.9730493842983692,0.6922821998596191,15.253437995910645
100.0,600,0.9730598360143677,0.6922932863235474,15.317832946777344
100.0,610,0.9730722586253832,0.6923015713691711,15.385518074035645
100.0,620,0.9730811575150048,0.6923106908798218,15.453171730041504
100.0,630,0.9730919675755518,0.6923207640647888,15.51952838897705
100.0,640,0.9731028373601904,0.6923304200172424,15.585223197937012
100.0,650,0.9731122737666348,0.6923434734344482,15.649802207946777
100.0,660,0.9731214712767136,0.6923513412475586,15.714672088623047
100.0,670,0.9731281603749526,0.6923571228981018,15.780681610107422
100.0,680,0.9731417177437051,0.6923608183860779,15.845146179199219
100.0,690,0.9731499596683211,0.6923710107803345,15.908150672912598
100.0,700,0.9731602322120454,0.6923757195472717,15.969849586486816
100.0,710,0.9731702061353126,0.6923805475234985,16.03300666809082
100.0,720,0.9731820315054138,0.6923829317092896,16.09532928466797
100.0,730,0.9731913484636754,0.6923823952674866,16.15824317932129
100.0,740,0.9732010834905769,0.6923829317092896,16.22202491760254
100.0,750,0.9732089670706444,0.6923878788948059,16.283536911010742
100.0,760,0.973221270233477,0.692389965057373,16.34444236755371
100.0,770,0.973231363604927,0.6923935413360596,16.405628204345703
100.0,780,0.9732374554622519,0.6923945546150208,16.467411041259766
100.0,790,0.9732495197287189,0.6923955082893372,16.530088424682617
100.0,800,0.9732590158592547,0.6923968195915222,16.593637466430664
100.0,810,0.9732666008188651,0.6924008727073669,16.654197692871094
100.0,820,0.9732766344662237,0.6924002766609192,16.712989807128906
100.0,830,0.9732833832885542,0.6924041509628296,16.772356033325195
100.0,840,0.9732927599709073,0.692404568195343,16.83048439025879
100.0,850,0.9733021366532602,0.6924051642417908,16.88860511779785
100.0,860,0.9733104383019676,0.6924036145210266,16.94636344909668
100.0,870,0.9733160523665612,0.6924052238464355,17.004039764404297
100.0,880,0.9733251901525485,0.6924044489860535,17.060501098632812
100.0,890,0.9733330140085246,0.6924073696136475,17.11574935913086
100.0,900,0.9733395239344894,0.6924077272415161,17.17184829711914
100.0,910,0.9733467505495512,0.6924116015434265,17.22780418395996
100.0,920,0.9733549924741672,0.6924121379852295,17.283994674682617
100.0,930,0.9733616815724063,0.6924132108688354,17.339923858642578
100.0,940,0.9733670567406342,0.6924137473106384,17.394737243652344
100.0,950,0.973377269560267,0.6924126744270325,17.448368072509766
100.0,960,0.9733848545198774,0.6924085021018982,17.501920700073242
100.0,970,0.9733879004485398,0.6924093961715698,17.554744720458984
100.0,980,0.9733950673395103,0.6924152374267578,17.60744857788086
100.0,990,0.9734027120232122,0.6924160718917847,17.658533096313477
100.0,1000,0.9734104164310053,0.6924157738685608,17.70900535583496
1000.0,0,0.9734104164310053,0.6924157738685608,17.70900535583496
1000.0,10,0.9805340074351716,0.6580770611763,17.8890438079834
1000.0,20,0.9817498704883078,0.655170738697052,18.06956672668457
1000.0,30,0.9820348738525658,0.656398355960846,18.21722984313965
1000.0,40,0.982169432230536,0.6573390364646912,18.34808921813965
1000.0,50,0.9822573460931068,0.6579248905181885,18.46573257446289
1000.0,60,0.9823303289328225,0.6583135724067688,18.5761661529541
1000.0,70,0.9824150176944566,0.6584392786026001,18.68885612487793
1000.0,80,0.9824832226068586,0.6586148142814636,18.800321578979492
1000.0,90,0.9825376909782341,0.6588461995124817,18.909482955932617
1000.0,100,0.9825853508031875,0.6590089797973633,19.02142906188965
1000.0,110,0.9826444179296022,0.6590542793273926,19.133970260620117
1000.0,120,0.9827015141610002,0.6590372323989868,19.2476863861084
1000.0,130,0.9827503087436906,0.6590707302093506,19.360271453857422
1000.0,140,0.982789009954931,0.6591423749923706,19.472700119018555
1000.0,150,0.9828287264757256,0.6591751575469971,19.584362030029297
1000.0,160,0.9828659943087719,0.6592025756835938,19.695730209350586
1000.0,170,0.9829036802104582,0.6592385172843933,19.807308197021484
1000.0,180,0.9829316908093343,0.6592745184898376,19.91561508178711
1000.0,190,0.9829666294028152,0.6593144536018372,20.024381637573242
1000.0,200,0.9829938635885029,0.65936678647995,20.134235382080078
1000.0,210,0.9830187685346252,0.6594315767288208,20.246503829956055
1000.0,220,0.98304588327213,0.6594849824905396,20.360904693603516
1000.0,230,0.9830732369060006,0.6595994830131531,20.475467681884766
1000.0,240,0.9830979029557573,0.6596658825874329,20.58941650390625
1000.0,250,0.9831219120405083,0.6596943736076355,20.7012939453125
1000.0,260,0.9831498629152929,0.6596983671188354,20.81425666809082
1000.0,270,0.9831675412463534,0.6597391366958618,20.927043914794922
1000.0,280,0.9831924461924757,0.6597444415092468,21.03935432434082
1000.0,290,0.9832126329353758,0.6597537994384766,21.150447845458984
1000.0,300,0.9832331780228244,0.6597558856010437,21.261674880981445
1000.0,310,0.983251871663439,0.6597601771354675,21.3709659576416
1000.0,320,0.9832721181304305,0.6597803831100464,21.47980308532715
1000.0,330,0.9832877658423826,0.6598097681999207,21.58877944946289
1000.0,340,0.9833043094157061,0.6598544120788574,21.696989059448242
1000.0,350,0.9833327380832222,0.6598806977272034,21.803462982177734
1000.0,360,0.98333853132009,0.6600197553634644,21.909976959228516
1000.0,370,0.9833557915825104,0.6600458025932312,22.014366149902344
1000.0,380,0.9833661835744176,0.6601120829582214,22.12204933166504
1000.0,390,0.9833788450817987,0.6601449251174927,22.228652954101562
1000.0,400,0.9833881620400603,0.6601828336715698,22.333688735961914
1000.0,410,0.983401480512447,0.6602171063423157,22.43846893310547
1000.0,420,0.983412410021177,0.6602568030357361,22.542043685913086
1000.0,430,0.9834207116698844,0.6602941751480103,22.644546508789062
1000.0,440,0.9834299091799631,0.6603233218193054,22.74843406677246
1000.0,450,0.9834420928946129,0.6603524088859558,22.850399017333984
1000.0,460,0.9834515890251487,0.6603781580924988,22.948652267456055
1000.0,470,0.9834586961920277,0.6604087948799133,23.045703887939453
1000.0,480,0.9834709993548604,0.6604200601577759,23.144161224365234
1000.0,490,0.9834807941058533,0.6604371666908264,23.242412567138672
1000.0,500,0.9834923208554974,0.6604461669921875,23.339645385742188
1000.0,510,0.983500921124662,0.6604649424552917,23.436397552490234
1000.0,520,0.9835133437356774,0.6604743003845215,23.533803939819336
1000.0,530,0.9835196147652766,0.6604925394058228,23.630653381347656
1000.0,540,0.9835316193076521,0.6605046391487122,23.726398468017578
1000.0,550,0.9835366361313314,0.6605179905891418,23.822490692138672
1000.0,560,0.9835457141932272,0.6605315208435059,23.916370391845703
1000.0,570,0.9835546130828489,0.660550594329834,24.0101318359375
1000.0,580,0.9835639300411105,0.6605620384216309,24.10352325439453
1000.0,590,0.9835736053439206,0.6605792045593262,24.197473526000977
1000.0,600,0.9835803541662511,0.6605855822563171,24.289730072021484
1000.0,610,0.9835855501622046,0.6606065630912781,24.384292602539062
1000.0,620,0.9835986297382258,0.6606191992759705,24.477224349975586
1000.0,630,0.983603646561905,0.660636305809021,24.569780349731445
1000.0,640,0.9836132024165323,0.6606428027153015,24.661460876464844
1000.0,650,0.9836189359293086,0.6606541275978088,24.752397537231445
1000.0,660,0.9836274764743818,0.660672128200531,24.844758987426758
1000.0,670,0.9836306418512271,0.6606906056404114,24.93741226196289
1000.0,680,0.9836408546708599,0.6607053279876709,25.029067993164062
1000.0,690,0.983646409011362,0.6607155203819275,25.122209548950195
1000.0,700,0.9836548898323437,0.6607291102409363,25.215497970581055
1000.0,710,0.9836593094151088,0.6607459187507629,25.30844497680664
1000.0,720,0.9836663568578964,0.66075599193573,25.400352478027344
1000.0,730,0.9836764502293465,0.6607639193534851,25.49129295349121
1000.0,740,0.9836800336748317,0.6607791781425476,25.58120346069336
1000.0,750,0.9836863047044309,0.6607908010482788,25.671817779541016
1000.0,760,0.9836931729749442,0.6608076095581055,25.7640323638916
1000.0,770,0.9836998620731833,0.660819947719574,25.856281280517578
1000.0,780,0.9837029080018457,0.6608313322067261,25.9483642578125
1000.0,790,0.983707924825525,0.6608384847640991,26.041271209716797
1000.0,800,0.9837161070260496,0.6608515977859497,26.132431030273438
1000.0,810,0.983722557227923,0.6608623266220093,26.22623634338379
1000.0,820,0.9837297241188935,0.6608731150627136,26.321760177612305
1000.0,830,0.9837333075643787,0.6608877182006836,26.415212631225586
1000.0,840,0.9837359354244012,0.6609047055244446,26.507299423217773
1000.0,850,0.9837445356935657,0.660912275314331,26.598724365234375
1000.0,860,0.9837496719654278,0.6609196662902832,26.692058563232422
1000.0,870,0.9837503886545249,0.6609299182891846,26.786540985107422
1000.0,880,0.9837568388563983,0.6609519720077515,26.879404067993164
1000.0,890,0.9837634085064546,0.6609549522399902,26.969953536987305
1000.0,900,0.9837693211915052,0.6609639525413513,27.057323455810547
1000.0,910,0.983769858708328,0.6609794497489929,27.14687156677246
1000.0,920,0.9837752338765557,0.6609893441200256,27.23484992980957
1000.0,930,0.9837807882170579,0.660992443561554,27.323610305786133
1000.0,940,0.9837831771807147,0.6610070466995239,27.411476135253906
1000.0,950,0.9837969137217414,0.6610056757926941,27.501432418823242
1000.0,960,0.9837966151012842,0.6610307693481445,27.588804244995117
1000.0,970,0.9838019305454208,0.6610345840454102,27.676939010620117
1000.0,980,0.9838029458549749,0.6610450148582458,27.764814376831055
1000.0,990,0.9838061709559116,0.6610525250434875,27.852693557739258
1000.0,1000,0.9838112475036823,0.6610620021820068,27.941207885742188
