seed,eta,step,rv,trace,rho,abs_rho_error,rms_radius,penalty,objective
0,0.0,1025,0.9973448624537993,0.4183259085734177,0.42541617821025535,0.22458382178974468,0.724147819829905,0.0,0.9973448624537993
0,0.0,1050,0.9973448624537995,0.41832592973610794,0.4254161997316352,0.22458380026836483,0.7241478615482148,0.0,0.9973448624537995
0,0.0,1075,0.9973448624537996,0.41832594055202343,0.4254162107308713,0.2245837892691287,0.7241478828697824,0.0,0.9973448624537996
0,0.0,1100,0.9973448624537996,0.41832594596532846,0.4254162162359273,0.22458378376407273,0.7241478935411079,0.0,0.9973448624537996
0,0.0,1125,0.9973448624537998,0.41832594861643607,0.4254162189319689,0.22458378106803112,0.724147898767274,0.0,0.9973448624537998
0,0.0,1150,0.9973448624537997,0.4183259498857789,0.42541622022282605,0.22458377977717398,0.7241479012695476,0.0,0.9973448624537997
0,0.0,1175,0.9973448624537996,0.41832595047937904,0.42541622082648717,0.22458377917351285,0.7241479024397203,0.0,0.9973448624537996
0,0.0,1200,0.9973448624537995,0.41832595075020956,0.4254162211019081,0.22458377889809195,0.724147902973612,0.0,0.9973448624537995
0,0.0,1225,0.9973448624537996,0.4183259508706162,0.42541622122435546,0.22458377877564456,0.7241479032109713,0.0,0.9973448624537996
0,0.0,1250,0.9973448624537996,0.418325950922704,0.42541622127732615,0.22458377872267388,0.7241479033136531,0.0,0.9973448624537996
0,0.0,1275,0.9973448624537997,0.41832595094459407,0.4254162212995872,0.2245837787004128,0.7241479033568053,0.0,0.9973448624537997
0,0.0,1300,0.9973448624537996,0.4183259509535137,0.425416221308658,0.224583778691342,0.7241479033743888,0.0,0.9973448624537996
0,0.0,1325,0.9973448624537997,0.4183259509570297,0.4254162213122336,0.2245837786877664,0.7241479033813202,0.0,0.9973448624537997
0,0.0,1350,0.9973448624537996,0.4183259509583671,0.4254162213135937,0.22458377868640633,0.7241479033839561,0.0,0.9973448624537996
0,0.0,1375,0.9973448624537997,0.4183259509588559,0.42541622131409074,0.22458377868590929,0.7241479033849199,0.0,0.9973448624537997
0,0.0,1400,0.9973448624537998,0.4183259509590273,0.4254162213142651,0.22458377868573492,0.7241479033852576,0.0,0.9973448624537998
0,0.0,1425,0.9973448624537996,0.41832595095908404,0.4254162213143228,0.22458377868567725,0.7241479033853698,0.0,0.9973448624537996
0,0.0,1450,0.9973448624537996,0.4183259509591021,0.4254162213143411,0.22458377868565893,0.7241479033854051,0.0,0.9973448624537996
0,0.0,1475,0.9973448624537996,0.41832595095910735,0.4254162213143465,0.22458377868565355,0.7241479033854156,0.0,0.9973448624537996
0,0.0,1500,0.9973448624537997,0.418325950959109,0.4254162213143482,0.22458377868565182,0.7241479033854185,0.0,0.9973448624537997
0,1.0,0,0.08203464429078267,0.036571844325444976,0.03719170609367286,0.6128082939063272,0.14004047277417855,0.1877670025401917,-0.10573235824940905
0,1.0,25,0.9865415217062016,0.3229135622384517,0.32838667346283223,0.3216133265371678,0.5544256972667838,0.05171756590315145,0.9348239558030501
0,1.0,50,0.9926945641809088,0.43060736680377665,0.4379057967496034,0.21209420325039663,0.7432691759179738,0.022491975526210278,0.9702025886546986
0,1.0,75,0.9935297181371049,0.47010872478643423,0.4780766692743399,0.17192333072566013,0.8296663944375018,0.014778815823902352,0.9787509023132025
0,1.0,100,0.9940754310752683,0.4917548225838116,0.5000896500852322,0.14991034991476782,0.8821401035783497,0.01123655650578407,0.9828388745694843
0,1.0,125,0.9942946282255148,0.5069872487304405,0.5155802529462108,0.13441974705378923,0.922243185861904,0.009034334199002346,0.9852602940265125
0,1.0,150,0.9941323303566552,0.5185742034123877,0.5273635966905638,0.12263640330943626,0.9547345161686007,0.0075198437083373515,0.9866124866483178
0,1.0,175,0.9938585080089288,0.5275821003222144,0.5365241698192011,0.11347583018079888,0.9814736874980701,0.006438382017610754,0.9874201259913181
0,1.0,200,0.9935618723232723,0.5347334923957321,0.5437967719278631,0.10620322807213689,1.0037795247611292,0.005639562826471158,0.9879223094968012
0,1.0,225,0.9932754060448461,0.5404806330547909,0.5496413217506348,0.10035867824936517,1.022475387051451,0.005035932149979804,0.9882394738948663
0,1.0,250,0.9930164939562527,0.5451241148008897,0.554363506577176,0.09563649342282399,1.0381604869287657,0.004573169437106928,0.9884433245191457
0,1.0,275,0.9927909292774975,0.5488910526449885,0.558194290825412,0.09180570917458797,1.0513265769267959,0.004214144118524513,0.988576785158973
0,1.0,300,0.9925981466963908,0.5519596002748285,0.5613148477371137,0.08868515226288631,1.0623838639921155,0.003932528115945661,0.9886656185804451
0,1.0,325,0.9924350648565825,0.5544686687099282,0.5638664427558592,0.08613355724414085,1.0716735154461159,0.0037094948417648434,0.9887255700148176
0,1.0,350,0.9922978643983404,0.5565270814292756,0.565959743826382,0.08404025617361799,1.0794810381700624,0.003531382328863667,0.9887664820694768
0,1.0,375,0.9921827620942343,0.5582206816689489,0.5676820491548633,0.08231795084513671,1.0860451824724764,0.0033881225156711724,0.9887946395785631
0,1.0,400,0.9920863265060268,0.5596175911697274,0.5691026350878584,0.08089736491214161,1.091565138662112,0.003272191824864099,0.9888141346811627
0,1.0,425,0.9920055776651436,0.5607721520538312,0.5702767648005064,0.07972323519949365,1.0962068838140422,0.0031778971153368914,0.9888276805498067
0,1.0,450,0.9919379875216789,0.5617279143272859,0.5712487264345281,0.07875127356547196,1.1001087122413207,0.0031008815440919046,0.988837105977587
0,1.0,475,0.9918814376508271,0.5625199324390742,0.5720541685821093,0.07794583141789069,1.1033860141556797,0.0030377763177131165,0.9888436613331141
0,1.0,500,0.9918341622680091,0.5631765533827183,0.5727219186942899,0.07727808130571012,1.1061353252166712,0.002985950925145976,0.9888482113428632
0,1.0,525,0.9917946903850575,0.5637208199902048,0.5732754101595304,0.07672458984046959,1.1084377001334937,0.0029433313430941486,0.9888513590419634
0,1.0,550,0.9917617934507346,0.564171574860614,0.5737338049429973,0.07626619505700272,1.1103614858221271,0.002908266254236394,0.9888535271964982
0,1.0,575,0.9917344408945259,0.5645443259186322,0.5741128738155582,0.07588712618444182,1.1119645719565647,0.002879427960266695,0.9888550129342591
0,1.0,600,0.9917117638647955,0.5648519208258427,0.5744256821957723,0.07557431780422774,1.1132961969939315,0.0028557387557872098,0.9888560251090083
0,1.0,625,0.9916930263689164,0.5651050692931195,0.5746831213150368,0.07531687868496317,1.114398386648627,0.00283631610742273,0.9888567102614937
0,1.0,650,0.9916776025871212,0.5653127462439264,0.5748943182141625,0.07510568178583754,1.1153070972951868,0.002820431718257749,0.9888571708688635
0,1.0,675,0.9916649590719424,0.5654825033190625,0.5750669525278602,0.0749330474721398,1.1160531287733562,0.0028074808017309826,0.9888574782702114
0,1.0,700,0.9916546406763441,0.5656207110759981,0.5752075027891507,0.07479249721084935,1.1166628609074354,0.002796958819517457,0.9888576818568267
0,1.0,725,0.9916462592595894,0.5657327495226532,0.5753214401925287,0.07467855980747129,1.1171588573237106,0.0027884436474590367,0.9888578156121304
0,1.0,750,0.9916394844357762,0.5658231604841241,0.5754133835431771,0.07458661645682296,1.117560370036652,0.0027815816772386085,0.9888579027585376
0,1.0,775,0.991634035823741,0.565895771825389,0.5754872255851413,0.0745127744148587,1.117883769485766,0.002776076775499808,0.9888579590482411
0,1.0,800,0.9916296764158816,0.5659538007632984,0.5755462380643712,0.0744537619356288,1.1181429175508957,0.0027716813331836415,0.988857995082698
0,1.0,825,0.991626206805291,0.5659999413561048,0.5755931607011235,0.07440683929887648,1.1183494955791056,0.002768188867224417,0.9888580179380666
0,1.0,850,0.9916234600988341,0.5660364396772283,0.5756302776378593,0.07436972236214068,1.1185132954651118,0.0027654278021109475,0.9888580322967231
0,1.0,875,0.9916212974042498,0.5660651590616905,0.5756594837915497,0.07434051620845028,1.1186424790901284,0.0027632561750694316,0.9888580412291803
0,1.0,900,0.9916196038182957,0.5660876370560037,0.5756823427688174,0.07431765723118267,1.1187438096633375,0.0027615570881657768,0.98885804673013
0,1.0,925,0.9916182848663471,0.5661051352114697,0.5757001375031895,0.07429986249681053,1.1188228574626944,0.0027602347835224746,0.9888580500828246
0,1.0,950,0.9916172633565782,0.5661186825575975,0.5757139144653534,0.07428608553464666,1.118884181911731,0.0027592112520304192,0.9888580521045478
0,1.0,975,0.9916164766178729,0.5661291134141184,0.5757245221160526,0.0742754778839474,1.1189314916773252,0.002758423307444377,0.9888580533104285
0,1.0,1000,0.9916158740927122,0.5661371001000391,0.5757326441695314,0.07426735583046862,1.1189677843972228,0.0027578200710247232,0.9888580540216875
0,1.0,1025,0.9916154152564952,0.5661431810433488,0.5757388281796768,0.07426117182032321,1.1189954676531906,0.0027573608200637846,0.9888580544364314
0,1.0,1050,0.9916150678343061,0.5661477847633235,0.5757435099288036,0.07425649007119639,1.1190164628367458,0.002757013158846847,0.9888580546754593
0,1.0,1075,0.9916148062858087,0.5661512501750969,0.5757470340763698,0.07425296592363018,1.1190322935748773,0.002756751474227896,0.9888580548115807
0,1.0,1100,0.9916146105290449,0.56615384364555,0.5757496715039492,0.07425032849605084,1.1190441603760315,0.0027565556408857303,0.9888580548881591
0,1.0,1125,0.9916144648746533,0.5661557732067242,0.5757516337695501,0.07424836623044995,1.1190530031165158,0.0027564099439455134,0.9888580549307078
0,1.0,1150,0.9916143571432824,0.566157200306639,0.5757530850575989,0.0742469149424011,1.1190595529160583,0.002756302189232068,0.9888580549540503
0,1.0,1175,0.9916142779407403,0.566158249447741,0.5757541519807535,0.0742458480192465,1.119064374854046,0.0027562229740485233,0.9888580549666918
0,1.0,1200,0.9916142200674946,0.5661590160311426,0.5757549315570942,0.07424506844290579,1.1190679028620774,0.002756165094045885,0.9888580549734487
0,1.0,1225,0.9916141780414351,0.5661595726915016,0.5757554976523745,0.07424450234762547,1.119070468001154,0.00275612306442328,0.9888580549770118
0,1.0,1250,0.9916141477151802,0.5661599743740682,0.5757559061431202,0.0742440938568798,1.1190723211997167,0.0027560927363145895,0.9888580549788656
0,1.0,1275,0.9916141259715413,0.5661602623730376,0.5757561990234281,0.0742438009765719,1.119073651397333,0.002756070991724409,0.9888580549798169
0,1.0,1300,0.991614110483019,0.56616046751979,0.5757564076472441,0.0742435923527559,1.119074599912467,0.0027560555027211003,0.9888580549802979
0,1.0,1325,0.9916140995232857,0.566160612681377,0.5757565552691969,0.07424344473080313,1.1190752717344963,0.002756044542747906,0.9888580549805378
0,1.0,1350,0.9916140918205104,0.566160714704083,0.5757566590211014,0.07424334097889862,1.1190757443319796,0.0027560368398545027,0.9888580549806559
0,1.0,1375,0.9916140864440814,0.5661607859142462,0.5757567314382165,0.07424326856178354,1.1190760744722124,0.002756031463368554,0.9888580549807129
0,1.0,1400,0.9916140827177682,0.5661608352686999,0.5757567816291863,0.07424321837081371,1.1190763034616924,0.002756027737028163,0.98885805498074
0,1.0,1425,0.9916140801536365,0.566160869230175,0.5757568161662796,0.07424318383372042,1.1190764611430293,0.0027560251728838,0.9888580549807527
0,1.0,1450,0.9916140784021336,0.5661608924284985,0.5757568397577951,0.0742431602422049,1.1190765689204958,0.0027560234213748545,0.9888580549807587
0,1.0,1475,0.9916140772146631,0.5661609081563027,0.5757568557521723,0.07424314424782774,1.1190766420329576,0.0027560222339018787,0.9888580549807612
0,1.0,1500,0.9916140764157403,0.566160918737874,0.5757568665130922,0.07424313348690781,1.1190766912483692,0.0027560214349774048,0.9888580549807628
0,10.0,0,0.08203464429078267,0.036571844325444976,0.03719170609367286,0.6128082939063272,0.14004047277417855,1.877670025401917,-1.7956353811111343
0,10.0,25,0.6689706999315406,0.4909666766687507,0.49928814576483127,0.15071185423516875,0.9201596314357552,0.11357031503501377,0.5554003848965268
0,10.0,50,0.8108804830235737,0.5790119250944157,0.588825686536694,0.06117431346330604,1.2167601693814534,0.01871148313853416,0.7921689998850395
0,10.0,75,0.9025520526812001,0.6006068447114569,0.6107866217404646,0.039213378259535414,1.3266808886211252,0.007688445172627011,0.8948636075085731
0,10.0,100,0.9254897209143769,0.6137973398148882,0.6242006845575134,0.025799315442486592,1.388998973436615,0.0033280233865046415,0.9221616975278722
0,10.0,125,0.9307666694062265,0.6231771961496577,0.6337395215081265,0.01626047849187351,1.4323622218512613,0.0013220158039234033,0.9294446536023031
0,10.0,150,0.933807019563989,0.6279556011999023,0.638598916474477,0.011401083525523048,1.4619610941218633,0.0006499235277797633,0.9331570960362092
0,10.0,175,0.9357856052388922,0.6307770701122166,0.6414682068937797,0.00853179310622032,1.4826156733853997,0.00036395746803674807,0.9354216477708555
0,10.0,200,0.9372518853982307,0.6325526496255974,0.6432738809751839,0.006726119024816124,1.4979233716660243,0.00022620338567996994,0.9370256820125507
0,10.0,225,0.9383594939691252,0.6338383574735553,0.6445813804815818,0.005418619518418266,1.510057492812667,0.00014680718742691927,0.9382126867816983
0,10.0,250,0.939236231669646,0.6347199458621912,0.6454779110462961,0.004522088953703873,1.5198888279274598,0.00010224644252605414,0.9391339852271199
0,10.0,275,0.9400248041625436,0.6353235791015276,0.6460917753574857,0.00390822464251428,1.5279656801260864,7.637109928178045e-05,0.9399484330632618
0,10.0,300,0.9407742984043775,0.6357566689681985,0.6465322057303714,0.0034677942696286213,1.5346242772081315,6.0127985482346425e-05,0.9407141704188952
0,10.0,325,0.9415052773701732,0.6360686096768227,0.6468494335696502,0.0031505664303498326,1.5399796568440551,4.963034416023637e-05,0.9414556470260129
0,10.0,350,0.9422083881116876,0.6362934715062355,0.6470781066165107,0.00292189338348936,1.5440861643790977,4.2687304722393294e-05,0.9421657008069653
0,10.0,375,0.9428602652022765,0.6363910176199573,0.6471773060541939,0.002822693945806143,1.5469509635876615,3.983800555845258e-05,0.9428204271967181
0,10.0,400,0.9435093585425991,0.6363617260738054,0.647147518041158,0.0028524819588420236,1.5486495368394144,4.0683266627595284e-05,0.9434686752759714
0,10.0,425,0.9442525512006562,0.63625980507548,0.6470438695682847,0.002956130431715276,1.5492831852500923,4.369353564656588e-05,0.9442088576650096
0,10.0,450,0.9452426435109068,0.6360861899919485,0.6468673118562189,0.0031326881437810927,1.5487656591464287,4.906867503093439e-05,0.9451935748358758
0,10.0,475,0.9469165957406724,0.6357572826862112,0.6465328298503843,0.003467170149615728,1.5467683284963398,6.010634423193038e-05,0.9468564893964405
0,10.0,500,0.9511936266022257,0.6348241048780483,0.6455838354692017,0.004416164530798294,1.5430301152277757,9.751254581540624e-05,0.9510961140564104
0,10.0,525,0.9568370168360211,0.6317396657531518,0.6424471177150697,0.00755288228493034,1.5434692937405183,0.0002852301540500772,0.9565517866819709
0,10.0,550,0.9573709873231592,0.631717654023286,0.6424247329050365,0.007575267094963478,1.5524537566583698,0.0002869233578001791,0.9570840639653589
0,10.0,575,0.9576433430515257,0.6319256082894475,0.6426362118197771,0.007363788180222874,1.562190399907909,0.00027112688181594693,0.9573722161697097
0,10.0,600,0.9578611664315471,0.6320991203438079,0.6428126647564149,0.007187335243585169,1.5717812439759031,0.00025828893951840927,0.9576028774920287
0,10.0,625,0.9580396349145188,0.6323249903525949,0.6430423630704356,0.006957636929564415,1.5812505103000047,0.00024204355821819674,0.9577975913563006
0,10.0,650,0.9581935023163444,0.6325479437819955,0.6432690953715209,0.00673090462847914,1.5904511674315753,0.00022652538558840825,0.9579669769307559
0,10.0,675,0.9583285044749659,0.6327774013614628,0.6435024420625045,0.006497557937495513,1.599359697547834,0.00021109129575555303,0.9581174131792103
0,10.0,700,0.9584495534795671,0.6330002287198562,0.643729046155786,0.0062709538442140556,1.6079317286165629,0.0001966243105813152,0.9582529291689857
0,10.0,725,0.9585596501082342,0.6332104053457912,0.6439427850974149,0.006057214902585151,1.6161504127140776,0.00018344926188050168,0.9583762008463537
0,10.0,750,0.9586610996382529,0.6334027024814112,0.6441383415065198,0.005861658493480193,1.624012899973811,0.00017179520147094033,0.9584893044367819
0,10.0,775,0.9587558487057225,0.6335746282102267,0.644313181230739,0.005686818769261026,1.6315286574849617,0.00016169953857209478,0.9585941491671504
0,10.0,800,0.958845559640812,0.6337262986699292,0.6444674223761993,0.005532577623800772,1.6387148942215084,0.00015304707581690447,0.9586925125649951
0,10.0,825,0.9589315528730703,0.6338594891814271,0.6446028703539937,0.00539712964600636,1.645591750453861,0.00014564504207900257,0.9587859078309913
0,10.0,850,0.9590148401296333,0.6339762401162939,0.6447216001182651,0.005278399881734952,1.6521786852524594,0.00013930752655749856,0.9588755326030758
0,10.0,875,0.9590962069854856,0.6340781373893427,0.6448252244637384,0.0051747755362616665,1.6584936084092903,0.00013389150925345993,0.9589623154762321
0,10.0,900,0.9591762747771148,0.634166259017453,0.6449148396787658,0.005085160321234183,1.6645537168542657,0.0001292942774632726,0.9590469804996515
0,10.0,925,0.9592555308367808,0.6342413637550122,0.6449912173779785,0.005008782622021535,1.6703765832099837,0.00012543951677332384,0.9591300913200075
0,10.0,950,0.9593343413135617,0.6343040507951314,0.6450549669103032,0.004945033089696849,1.6759808622884422,0.00012226676129098446,0.9592120745522706
0,10.0,975,0.9594129550888365,0.6343548431689123,0.6451066201717753,0.0048933798282246865,1.6813866782297304,0.00011972583071638408,0.9592932292581201
0,10.0,1000,0.9594915006567126,0.6343942247195354,0.6451466692063073,0.004853330793692767,1.6866159163476626,0.0001177740989650324,0.9593737265577476
0,10.0,1025,0.9595699756460329,0.6344226638863428,0.6451755903928911,0.004824409607108948,1.6916925752162864,0.00011637464028582712,0.9594536010057471
0,10.0,1050,0.9596482293588416,0.6344406512141908,0.6451938825907025,0.0048061174092974834,1.6966432447689077,0.00011549382275976195,0.9595327355360819
0,10.0,1075,0.9597259426459877,0.6344487766328057,0.645202145728277,0.004797854271722968,1.70149767444778,0.00011509702806345156,0.9596108456179242
0,10.0,1100,0.9598026185003521,0.6344478723667238,0.6452012261356515,0.004798773864348571,1.70628921832471,0.0001151411530057774,0.9596874773473463
0,10.0,1125,0.9598776112558303,0.634439231327992,0.645192438638636,0.0048075613613640655,1.7110546357732144,0.00011556323121640536,0.9597620480246138
0,10.0,1150,0.959950235358148,0.6344248513829317,0.6451778149656933,0.0048221850343067585,1.7158323376749085,0.00011626734252545955,0.9598339680156226
0,10.0,1175,0.9600199890726769,0.6344075407490133,0.6451602109312,0.0048397890688000045,1.7206580235853615,0.0001171177911523818,0.9599028712815245
0,10.0,1200,0.9600868917389425,0.6343906311740583,0.6451430147532796,0.004856985246720402,1.7255573653523166,0.00011795152843429897,0.9599689402105082
0,10.0,1225,0.9601518801253676,0.6343771897121365,0.6451293454699694,0.00487065453003066,1.7305371790899935,0.00011861637775454031,0.960033263747613
0,10.0,1250,0.9602170954535272,0.6343689514382624,0.6451209675643347,0.0048790324356653425,1.735578215531125,0.00011902478754137077,0.9600980706659858
0,10.0,1275,0.9602853878946681,0.6343646483570229,0.6451165915495148,0.004883408450485183,1.7406337295178054,0.00011923839047135101,0.9601661495041968
0,10.0,1300,0.9603582672553811,0.6343559588628493,0.645107754775779,0.004892245224221048,1.7456447823050227,0.00011967031666956587,0.9602385969387115
0,10.0,1325,0.9604388081645374,0.6343296987133634,0.6450810495390137,0.004918950460986338,1.7505871223214473,0.00012098036818818889,0.9603178277963492
0,10.0,1350,0.9605507895888344,0.6343008038264945,0.6450516649082995,0.004948335091700562,1.755460722437467,0.00012243010089877548,0.9604283594879357
0,10.0,1375,0.9607254683270899,0.6343215199249614,0.6450727321270795,0.004927267872920527,1.7600862054245292,0.0001213898434575756,0.9606040784836324
0,10.0,1400,0.9608632770713327,0.6343082688335817,0.6450592564409305,0.004940743559069483,1.7642885583445065,0.00012205473458243075,0.9607412223367503
0,10.0,1425,0.9609211742267022,0.6342637129132934,0.6450139453355527,0.004986054664447348,1.7686403167063747,0.0001243037055842865,0.960796870521118
0,10.0,1450,0.9609543580104299,0.6342830380977882,0.6450335980655474,0.0049664019344526356,1.7733465872336425,0.00012332574087267682,0.9608310322695572
0,10.0,1475,0.9609820887201778,0.6343088136367111,0.6450598104780113,0.004940189521988714,1.7781238485307356,0.00012202736256583501,0.9608600613576119
0,10.0,1500,0.9610075175367495,0.6343391310151615,0.6450906417103337,0.004909358289666321,1.7829533955862833,0.00012050899408157519,0.960887008542668
1,0.0,0,0.03820827705383595,0.04548598912633838,0.04625693809458141,0.6037430619054186,0.15817788546163197,0.0,0.03820827705383595
1,0.0,25,0.9847823104080594,0.24649329626573294,0.25067114874481317,0.39932885125518686,0.44160981154261736,0.0,0.9847823104080594
1,0.0,50,0.9927888198441582,0.30352729521427974,0.3086718256416404,0.3413281743583596,0.5245789151950261,0.0,0.9927888198441582
1,0.0,75,0.9943103325254087,0.31775913155065094,0.3231448795430349,0.32685512045696513,0.5473590433012543,0.0,0.9943103325254087
1,0.0,100,0.9949067396404154,0.32883848890881445,0.3344120226191334,0.31558797738086664,0.5652993674120917,0.0,0.9949067396404154
1,0.0,125,0.9953208540110914,0.33965060362021315,0.3454073935120812,0.3045926064879188,0.5831105656298736,0.0,0.9953208540110914
1,0.0,150,0.9956562847445432,0.34994133285695345,0.35587254188842726,0.29412745811157276,0.6001664165214072,0.0,0.9956562847445432
1,0.0,175,0.995941419851487,0.3594957294836092,0.3655888774409585,0.2844111225590415,0.616272600574673,0.0,0.995941419851487
1,0.0,200,0.9962036925700283,0.36826160821762205,0.3745033303908021,0.27549666960919794,0.6313680370766349,0.0,0.9962036925700283
1,0.0,225,0.9964971552840993,0.37628409996545054,0.38266179657503446,0.26733820342496556,0.6454777997528495,0.0,0.9964971552840993
1,0.0,250,0.9968189166972753,0.3836629157409345,0.39016567702467914,0.2598343229753209,0.6587868518799846,0.0,0.9968189166972753
1,0.0,275,0.9970031875663732,0.39010693779335026,0.39671891978984775,0.2532810802101523,0.670692062195621,0.0,0.9970031875663732
1,0.0,300,0.9970770740354261,0.39532403606852823,0.40202444345952026,0.24797555654047976,0.6804006752898735,0.0,0.9970770740354261
1,0.0,325,0.9971162921603559,0.3995347748140837,0.4063065506583903,0.24369344934160975,0.6882680280921887,0.0,0.9971162921603559
1,0.0,350,0.9971405224678501,0.4029205774431777,0.4097497397727231,0.2402502602272769,0.6946314621085701,0.0,0.9971405224678501
1,0.0,375,0.9971563141143885,0.4056251174778659,0.41250011946901616,0.23749988053098386,0.6997503493886833,0.0,0.9971563141143885
1,0.0,400,0.9971671851699404,0.40778343738438505,0.4146950210688662,0.23530497893113383,0.7038632769617406,0.0,0.9971671851699404
