seed,eta,lambda,rv,trace,rho,abs_rho_error,rms_radius,penalty,objective,gradient_norm,objective_change_last_100
0,0.0,0.0,0.9973448624537997,0.418325950959109,0.4254162213143482,0.22458377868565182,0.7241479033854185,0.0,0.9973448624537997,5.910015710270343e-17,-1.1102230246251565e-16
0,1.0,61.016949152542374,0.9916140764157403,0.566160918737874,0.5757568665130922,0.07424313348690781,1.1190766912483692,0.0027560214349774048,0.9888580549807628,1.5572638463548914e-09,2.2870594307278225e-14
0,10.0,610.1694915254237,0.9610075175367495,0.6343391310151615,0.6450906417103337,0.004909358289666321,1.7829533955862833,0.00012050899408157519,0.960887008542668,0.00033204117772002813,0.0001457862059176529
1,0.0,0.0,0.9973448624537996,0.4183259509590102,0.42541622131424767,0.22458377868575236,0.7241479033852244,0.0,0.9973448624537996,3.859861741254333e-15,0.0
1,1.0,61.016949152542374,0.9916140969662901,0.5661606465477306,0.5757565897095566,0.07424341029044346,1.1190754005367307,0.002756041985777564,0.9888580549805125,2.4323902074420843e-08,2.781552765895867e-12
1,10.0,610.1694915254237,0.9496812186812751,0.6453942406884648,0.6563331261238626,0.006333126123862609,2.5439935037395633,0.00020054243250375233,0.9494806762487713,0.0004639954585886049,0.00024192326286176513
2,0.0,0.0,0.9973448624537996,0.41832595095909964,0.42541622131433865,0.22458377868566137,0.7241479033854005,0.0,0.9973448624537996,3.800563766870454e-16,0.0
2,1.0,61.016949152542374,0.9916140804868129,0.5661608648172758,0.5757568116785856,0.07424318832141441,1.1190764346882707,0.0027560255060645055,0.9888580549807484,6.036667486027926e-09,2.362554596402333e-13
2,10.0,610.1694915254237,0.9781841318686696,0.6346612073397692,0.6454181769556975,0.0045818230443025465,1.8049423603643129,0.00010496551204650902,0.9780791663566231,0.00018056332323561334,3.6182714854282594e-05
