config,spread,frac_diag,e_diag,e_hollow,ari,rv_full,rv_hollow
full_rv,12.88380241394043,0.11149665392525152,0.00048230221727862954,0.003843408019747585,0.41503417373721824,0.6706080436706543,0.7140462398529053
hollow_rv,16.3680362701416,0.19977265258728666,0.0004887470277026296,0.001957769156433642,0.3982400467711225,0.6559010148048401,0.7368828058242798
tsne,35.50046157836914,0.4509800165280019,0.0004960402147844434,0.0006038759602233768,0.5300603088336315,0.5448088049888611,0.7419117093086243
