dataset,method,method_key,hp_name,hp_value,lambda,variant,index_name,value
mnist,t-SNE,tsne,perplexity,100,1.0,framework,knn_overlap,0.4889
mnist,t-SNE,tsne,perplexity,100,1.0,framework,rv_final,0.7828507423400879
mnist,t-SNE,tsne,perplexity,100,1.0,framework,trustworthiness,0.9252536671724836
mnist,t-SNE,tsne,perplexity,100,1.0,framework,ari,0.3601044056896315
mnist,UMAP,umap,n_neighbors,5,,reference,trustworthiness,0.9446409037261845
mnist,UMAP,umap,n_neighbors,5,,reference,ari,0.4759298039470068
mnist,UMAP,umap,n_neighbors,5,0.25,framework,procrustes,0.34445546103752
mnist,UMAP,umap,n_neighbors,5,0.25,framework,knn_overlap,0.44273333333333337
mnist,UMAP,umap,n_neighbors,5,0.25,framework,rv_final,0.6126405596733093
mnist,UMAP,umap,n_neighbors,5,0.25,framework,trustworthiness,0.9189158657899174
mnist,UMAP,umap,n_neighbors,5,0.25,framework,ari,0.24843569233254045
mnist,UMAP,umap,n_neighbors,5,0.5,framework,procrustes,0.35347012753653384
mnist,UMAP,umap,n_neighbors,5,0.5,framework,knn_overlap,0.4466666666666667
mnist,UMAP,umap,n_neighbors,5,0.5,framework,rv_final,0.6318365335464478
mnist,UMAP,umap,n_neighbors,5,0.5,framework,trustworthiness,0.9040396223233856
mnist,UMAP,umap,n_neighbors,5,0.5,framework,ari,0.2562461487171228
mnist,UMAP,umap,n_neighbors,5,0.75,framework,procrustes,0.35402143645466033
mnist,UMAP,umap,n_neighbors,5,0.75,framework,knn_overlap,0.44276666666666664
mnist,UMAP,umap,n_neighbors,5,0.75,framework,rv_final,0.6472436785697937
mnist,UMAP,umap,n_neighbors,5,0.75,framework,trustworthiness,0.8969287472601585
mnist,UMAP,umap,n_neighbors,5,0.75,framework,ari,0.22514558600813353
mnist,UMAP,umap,n_neighbors,5,1.0,framework,procrustes,0.35768121970028677
mnist,UMAP,umap,n_neighbors,5,1.0,framework,knn_overlap,0.4197666666666667
mnist,UMAP,umap,n_neighbors,5,1.0,framework,rv_final,0.6579999923706055
mnist,UMAP,umap,n_neighbors,5,1.0,framework,trustworthiness,0.882437312426235
mnist,UMAP,umap,n_neighbors,5,1.0,framework,ari,0.2217474194304458
mnist,UMAP,umap,n_neighbors,15,,reference,trustworthiness,0.9423516944865958
mnist,UMAP,umap,n_neighbors,15,,reference,ari,0.5113233466523053
mnist,UMAP,umap,n_neighbors,15,0.25,framework,procrustes,0.3335502928899544
mnist,UMAP,umap,n_neighbors,15,0.25,framework,knn_overlap,0.46563333333333334
mnist,UMAP,umap,n_neighbors,15,0.25,framework,rv_final,0.6108989715576172
mnist,UMAP,umap,n_neighbors,15,0.25,framework,trustworthiness,0.9484514247175856
mnist,UMAP,umap,n_neighbors,15,0.25,framework,ari,0.33991024238629214
mnist,UMAP,umap,n_neighbors,15,0.5,framework,procrustes,0.3256666056765118
mnist,UMAP,umap,n_neighbors,15,0.5,framework,knn_overlap,0.4644666666666667
mnist,UMAP,umap,n_neighbors,15,0.5,framework,rv_final,0.6431592106819153
mnist,UMAP,umap,n_neighbors,15,0.5,framework,trustworthiness,0.9401695666835272
mnist,UMAP,umap,n_neighbors,15,0.5,framework,ari,0.33562021970932493
mnist,UMAP,umap,n_neighbors,15,0.75,framework,procrustes,0.341099853902175
mnist,UMAP,umap,n_neighbors,15,0.75,framework,knn_overlap,0.4512333333333334
mnist,UMAP,umap,n_neighbors,15,0.75,framework,rv_final,0.6668535470962524
mnist,UMAP,umap,n_neighbors,15,0.75,framework,trustworthiness,0.9352572416118698
mnist,UMAP,umap,n_neighbors,15,0.75,framework,ari,0.3339491349390879
mnist,UMAP,umap,n_neighbors,15,1.0,framework,procrustes,0.35624130007800436
mnist,UMAP,umap,n_neighbors,15,1.0,framework,knn_overlap,0.44270000000000004
mnist,UMAP,umap,n_neighbors,15,1.0,framework,rv_final,0.6793375611305237
mnist,UMAP,umap,n_neighbors,15,1.0,framework,trustworthiness,0.9253636992075536
mnist,UMAP,umap,n_neighbors,15,1.0,framework,ari,0.2928397244209342
mnist,UMAP,umap,n_neighbors,30,,reference,trustworthiness,0.936448524700725
mnist,UMAP,umap,n_neighbors,30,,reference,ari,0.48739398089893937
mnist,UMAP,umap,n_neighbors,30,0.25,framework,procrustes,0.3075759608421363
mnist,UMAP,umap,n_neighbors,30,0.25,framework,knn_overlap,0.44339999999999996
mnist,UMAP,umap,n_neighbors,30,0.25,framework,rv_final,0.6164087653160095
mnist,UMAP,umap,n_neighbors,30,0.25,framework,trustworthiness,0.9554357106727365
mnist,UMAP,umap,n_neighbors,30,0.25,framework,ari,0.3592403710401259
mnist,UMAP,umap,n_neighbors,30,0.5,framework,procrustes,0.3224734345548551
mnist,UMAP,umap,n_neighbors,30,0.5,framework,knn_overlap,0.4436333333333333
mnist,UMAP,umap,n_neighbors,30,0.5,framework,rv_final,0.6573505401611328
mnist,UMAP,umap,n_neighbors,30,0.5,framework,trustworthiness,0.9496571067273647
mnist,UMAP,umap,n_neighbors,30,0.5,framework,ari,0.3718848851720106
mnist,UMAP,umap,n_neighbors,30,0.75,framework,procrustes,0.33070143764237026
mnist,UMAP,umap,n_neighbors,30,0.75,framework,knn_overlap,0.42069999999999996
mnist,UMAP,umap,n_neighbors,30,0.75,framework,rv_final,0.6809874176979065
mnist,UMAP,umap,n_neighbors,30,0.75,framework,trustworthiness,0.9395980778958017
mnist,UMAP,umap,n_neighbors,30,0.75,framework,ari,0.35706475579287544
mnist,UMAP,umap,n_neighbors,30,1.0,framework,procrustes,0.33272294398166335
mnist,UMAP,umap,n_neighbors,30,1.0,framework,knn_overlap,0.41056666666666664
mnist,UMAP,umap,n_neighbors,30,1.0,framework,rv_final,0.6952081918716431
mnist,UMAP,umap,n_neighbors,30,1.0,framework,trustworthiness,0.9347018546619457
mnist,UMAP,umap,n_neighbors,30,1.0,framework,ari,0.33739245512207855
mnist,UMAP,umap,n_neighbors,50,,reference,trustworthiness,0.9346662788737143
mnist,UMAP,umap,n_neighbors,50,,reference,ari,0.500173624096234
mnist,UMAP,umap,n_neighbors,50,0.25,framework,procrustes,0.2960483454392376
mnist,UMAP,umap,n_neighbors,50,0.25,framework,knn_overlap,0.43853333333333333
mnist,UMAP,umap,n_neighbors,50,0.25,framework,rv_final,0.6264992356300354
mnist,UMAP,umap,n_neighbors,50,0.25,framework,trustworthiness,0.9545464845725847
mnist,UMAP,umap,n_neighbors,50,0.25,framework,ari,0.3731107764348096
mnist,UMAP,umap,n_neighbors,50,0.5,framework,procrustes,0.31187557839185
mnist,UMAP,umap,n_neighbors,50,0.5,framework,knn_overlap,0.4369666666666666
mnist,UMAP,umap,n_neighbors,50,0.5,framework,rv_final,0.6664653420448303
mnist,UMAP,umap,n_neighbors,50,0.5,framework,trustworthiness,0.9515713876243467
mnist,UMAP,umap,n_neighbors,50,0.5,framework,ari,0.3802067240205473
mnist,UMAP,umap,n_neighbors,50,0.75,framework,procrustes,0.3315128052209906
mnist,UMAP,umap,n_neighbors,50,0.75,framework,knn_overlap,0.4166
mnist,UMAP,umap,n_neighbors,50,0.75,framework,rv_final,0.6939221620559692
mnist,UMAP,umap,n_neighbors,50,0.75,framework,trustworthiness,0.9439762603270949
mnist,UMAP,umap,n_neighbors,50,0.75,framework,ari,0.3623376319169161
mnist,UMAP,umap,n_neighbors,50,1.0,framework,procrustes,0.3148009089751508
mnist,UMAP,umap,n_neighbors,50,1.0,framework,knn_overlap,0.39163333333333333
mnist,UMAP,umap,n_neighbors,50,1.0,framework,rv_final,0.7029692530632019
mnist,UMAP,umap,n_neighbors,50,1.0,framework,trustworthiness,0.9343516439049064
mnist,UMAP,umap,n_neighbors,50,1.0,framework,ari,0.34190247838912186
mnist,UMAP,umap,n_neighbors,100,,reference,trustworthiness,0.9273096611026809
mnist,UMAP,umap,n_neighbors,100,,reference,ari,0.47088483960907423
mnist,UMAP,umap,n_neighbors,100,0.25,framework,procrustes,0.3135134760725684
mnist,UMAP,umap,n_neighbors,100,0.25,framework,knn_overlap,0.4299
mnist,UMAP,umap,n_neighbors,100,0.25,framework,rv_final,0.635576069355011
mnist,UMAP,umap,n_neighbors,100,0.25,framework,trustworthiness,0.9493065081773732
mnist,UMAP,umap,n_neighbors,100,0.25,framework,ari,0.3964904602314242
mnist,UMAP,umap,n_neighbors,100,0.5,framework,procrustes,0.28930859385385094
mnist,UMAP,umap,n_neighbors,100,0.5,framework,knn_overlap,0.4177666666666667
mnist,UMAP,umap,n_neighbors,100,0.5,framework,rv_final,0.6815943717956543
mnist,UMAP,umap,n_neighbors,100,0.5,framework,trustworthiness,0.9529115157646265
mnist,UMAP,umap,n_neighbors,100,0.5,framework,ari,0.40374264056344616
mnist,UMAP,umap,n_neighbors,100,0.75,framework,procrustes,0.2970000983877497
mnist,UMAP,umap,n_neighbors,100,0.75,framework,knn_overlap,0.39676666666666666
mnist,UMAP,umap,n_neighbors,100,0.75,framework,rv_final,0.7054212689399719
mnist,UMAP,umap,n_neighbors,100,0.75,framework,trustworthiness,0.9455502613387288
mnist,UMAP,umap,n_neighbors,100,0.75,framework,ari,0.38432514413101565
mnist,UMAP,umap,n_neighbors,100,1.0,framework,procrustes,0.30249179255356806
mnist,UMAP,umap,n_neighbors,100,1.0,framework,knn_overlap,0.37573333333333336
mnist,UMAP,umap,n_neighbors,100,1.0,framework,rv_final,0.7123430371284485
mnist,UMAP,umap,n_neighbors,100,1.0,framework,trustworthiness,0.9347719777440566
mnist,UMAP,umap,n_neighbors,100,1.0,framework,ari,0.34681566062858965
swissroll,t-SNE,tsne,perplexity,5,,reference,trustworthiness,0.9959567526555387
swissroll,t-SNE,tsne,perplexity,5,0.25,framework,procrustes,0.1014254617115556
swissroll,t-SNE,tsne,perplexity,5,0.25,framework,knn_overlap,0.7660999999999999
swissroll,t-SNE,tsne,perplexity,5,0.25,framework,rv_final,0.9346699714660645
swissroll,t-SNE,tsne,perplexity,5,0.25,framework,trustworthiness,0.9975041476985331
swissroll,t-SNE,tsne,perplexity,5,0.5,framework,procrustes,0.1012099653942713
swissroll,t-SNE,tsne,perplexity,5,0.5,framework,knn_overlap,0.7573666666666666
swissroll,t-SNE,tsne,perplexity,5,0.5,framework,rv_final,0.9270324110984802
swissroll,t-SNE,tsne,perplexity,5,0.5,framework,trustworthiness,0.9845810318664644
swissroll,t-SNE,tsne,perplexity,5,0.75,framework,procrustes,0.1056495736300814
swissroll,t-SNE,tsne,perplexity,5,0.75,framework,knn_overlap,0.6946
swissroll,t-SNE,tsne,perplexity,5,0.75,framework,rv_final,0.9195472002029419
swissroll,t-SNE,tsne,perplexity,5,0.75,framework,trustworthiness,0.9716873545776429
swissroll,t-SNE,tsne,perplexity,5,1.0,framework,procrustes,0.10655190972259251
swissroll,t-SNE,tsne,perplexity,5,1.0,framework,knn_overlap,0.6407666666666667
swissroll,t-SNE,tsne,perplexity,5,1.0,framework,rv_final,0.9122457504272461
swissroll,t-SNE,tsne,perplexity,5,1.0,framework,trustworthiness,0.965120536165908
swissroll,t-SNE,tsne,perplexity,15,,reference,trustworthiness,0.999204484909796
swissroll,t-SNE,tsne,perplexity,15,0.25,framework,procrustes,0.6177922140683411
swissroll,t-SNE,tsne,perplexity,15,0.25,framework,knn_overlap,0.8094000000000001
swissroll,t-SNE,tsne,perplexity,15,0.25,framework,rv_final,0.9395502805709839
swissroll,t-SNE,tsne,perplexity,15,0.25,framework,trustworthiness,0.999761743382229
swissroll,t-SNE,tsne,perplexity,15,0.5,framework,procrustes,0.6107979554514417
swissroll,t-SNE,tsne,perplexity,15,0.5,framework,knn_overlap,0.8396000000000001
swissroll,t-SNE,tsne,perplexity,15,0.5,framework,rv_final,0.9394868612289429
swissroll,t-SNE,tsne,perplexity,15,0.5,framework,trustworthiness,0.9990576968470747
swissroll,t-SNE,tsne,perplexity,15,0.75,framework,procrustes,0.6013111922397423
swissroll,t-SNE,tsne,perplexity,15,0.75,framework,knn_overlap,0.8438333333333333
swissroll,t-SNE,tsne,perplexity,15,0.75,framework,rv_final,0.9354883432388306
swissroll,t-SNE,tsne,perplexity,15,0.75,framework,trustworthiness,0.9974460630585061
swissroll,t-SNE,tsne,perplexity,15,1.0,framework,procrustes,0.6132525562021314
swissroll,t-SNE,tsne,perplexity,15,1.0,framework,knn_overlap,0.8325333333333333
swissroll,t-SNE,tsne,perplexity,15,1.0,framework,rv_final,0.9322519898414612
swissroll,t-SNE,tsne,perplexity,15,1.0,framework,trustworthiness,0.9947404653515427
swissroll,t-SNE,tsne,perplexity,30,,reference,trustworthiness,0.9995124936772888
swissroll,t-SNE,tsne,perplexity,30,0.25,framework,procrustes,0.8160715340885003
swissroll,t-SNE,tsne,perplexity,30,0.25,framework,knn_overlap,0.8334333333333334
swissroll,t-SNE,tsne,perplexity,30,0.25,framework,rv_final,0.9316272139549255
swissroll,t-SNE,tsne,perplexity,30,0.25,framework,trustworthiness,0.9979551171809139
swissroll,t-SNE,tsne,perplexity,30,0.5,framework,procrustes,0.7749279609611965
swissroll,t-SNE,tsne,perplexity,30,0.5,framework,knn_overlap,0.8621333333333334
swissroll,t-SNE,tsne,perplexity,30,0.5,framework,rv_final,0.9407477974891663
swissroll,t-SNE,tsne,perplexity,30,0.5,framework,trustworthiness,0.9997693306356432
swissroll,t-SNE,tsne,perplexity,30,0.75,framework,procrustes,0.7734276750973692
swissroll,t-SNE,tsne,perplexity,30,0.75,framework,knn_overlap,0.8680000000000001
swissroll,t-SNE,tsne,perplexity,30,0.75,framework,rv_final,0.9393235445022583
swissroll,t-SNE,tsne,perplexity,30,0.75,framework,trustworthiness,0.9991669195751138
swissroll,t-SNE,tsne,perplexity,30,1.0,framework,procrustes,0.764616994210733
swissroll,t-SNE,tsne,perplexity,30,1.0,framework,knn_overlap,0.8650666666666669
swissroll,t-SNE,tsne,perplexity,30,1.0,framework,rv_final,0.9368443489074707
swissroll,t-SNE,tsne,perplexity,30,1.0,framework,trustworthiness,0.9986976563817231
swissroll,t-SNE,tsne,perplexity,50,,reference,trustworthiness,0.9996487270274828
swissroll,t-SNE,tsne,perplexity,50,0.25,framework,procrustes,0.8891365283034061
swissroll,t-SNE,tsne,perplexity,50,0.25,framework,knn_overlap,0.8548666666666668
swissroll,t-SNE,tsne,perplexity,50,0.25,framework,rv_final,0.9119250774383545
swissroll,t-SNE,tsne,perplexity,50,0.25,framework,trustworthiness,0.9994988703422695
swissroll,t-SNE,tsne,perplexity,50,0.5,framework,procrustes,0.8245923720026276
swissroll,t-SNE,tsne,perplexity,50,0.5,framework,knn_overlap,0.8666666666666667
swissroll,t-SNE,tsne,perplexity,50,0.5,framework,rv_final,0.9347949624061584
swissroll,t-SNE,tsne,perplexity,50,0.5,framework,trustworthiness,0.999060917214635
swissroll,t-SNE,tsne,perplexity,50,0.75,framework,procrustes,0.8021210719475813
swissroll,t-SNE,tsne,perplexity,50,0.75,framework,knn_overlap,0.8760000000000002
swissroll,t-SNE,tsne,perplexity,50,0.75,framework,rv_final,0.9392679929733276
swissroll,t-SNE,tsne,perplexity,50,0.75,framework,trustworthiness,0.9997675265553869
swissroll,t-SNE,tsne,perplexity,50,1.0,framework,procrustes,0.8120106078911
swissroll,t-SNE,tsne,perplexity,50,1.0,framework,knn_overlap,0.8726000000000002
swissroll,t-SNE,tsne,perplexity,50,1.0,framework,rv_final,0.93953937292099
swissroll,t-SNE,tsne,perplexity,50,1.0,framework,trustworthiness,0.9997431799022087
swissroll,t-SNE,tsne,perplexity,100,,reference,trustworthiness,0.9995525712358793
swissroll,t-SNE,tsne,perplexity,100,0.25,framework,procrustes,0.532624946515331
swissroll,t-SNE,tsne,perplexity,100,0.25,framework,knn_overlap,0.8117666666666667
swissroll,t-SNE,tsne,perplexity,100,0.25,framework,rv_final,0.8834822773933411
swissroll,t-SNE,tsne,perplexity,100,0.25,framework,trustworthiness,0.9985452368909121
swissroll,t-SNE,tsne,perplexity,100,0.5,framework,procrustes,0.2840788825469452
swissroll,t-SNE,tsne,perplexity,100,0.5,framework,knn_overlap,0.8758000000000001
swissroll,t-SNE,tsne,perplexity,100,0.5,framework,rv_final,0.9240318536758423
swissroll,t-SNE,tsne,perplexity,100,0.5,framework,trustworthiness,0.9982530770527736
swissroll,t-SNE,tsne,perplexity,100,0.75,framework,procrustes,0.2886759982737882
swissroll,t-SNE,tsne,perplexity,100,0.75,framework,knn_overlap,0.8670000000000001
swissroll,t-SNE,tsne,perplexity,100,0.75,framework,rv_final,0.9346294403076172
swissroll,t-SNE,tsne,perplexity,100,0.75,framework,trustworthiness,0.9987391670881808
swissroll,t-SNE,tsne,perplexity,100,1.0,framework,procrustes,0.3118583061712397
swissroll,t-SNE,tsne,perplexity,100,1.0,framework,knn_overlap,0.8605666666666668
swissroll,t-SNE,tsne,perplexity,100,1.0,framework,rv_final,0.932960033416748
swissroll,t-SNE,tsne,perplexity,100,1.0,framework,trustworthiness,0.9992306356432304
swissroll,UMAP,umap,n_neighbors,5,,reference,trustworthiness,0.996680273141123
swissroll,UMAP,umap,n_neighbors,5,0.25,framework,procrustes,0.14305403719979376
swissroll,UMAP,umap,n_neighbors,5,0.25,framework,knn_overlap,0.7119000000000001
swissroll,UMAP,umap,n_neighbors,5,0.25,framework,rv_final,0.8225821852684021
swissroll,UMAP,umap,n_neighbors,5,0.25,framework,trustworthiness,0.9849733603102344
swissroll,UMAP,umap,n_neighbors,5,0.5,framework,procrustes,0.14516716523672948
swissroll,UMAP,umap,n_neighbors,5,0.5,framework,knn_overlap,0.7119333333333334
swissroll,UMAP,umap,n_neighbors,5,0.5,framework,rv_final,0.8347708582878113
swissroll,UMAP,umap,n_neighbors,5,0.5,framework,trustworthiness,0.9836203169785871
swissroll,UMAP,umap,n_neighbors,5,0.75,framework,procrustes,0.1483728801878479
swissroll,UMAP,umap,n_neighbors,5,0.75,framework,knn_overlap,0.6731999999999999
swissroll,UMAP,umap,n_neighbors,5,0.75,framework,rv_final,0.8367679715156555
swissroll,UMAP,umap,n_neighbors,5,0.75,framework,trustworthiness,0.9730779801045355
swissroll,UMAP,umap,n_neighbors,5,1.0,framework,procrustes,0.14530994207356807
swissroll,UMAP,umap,n_neighbors,5,1.0,framework,knn_overlap,0.6440999999999999
swissroll,UMAP,umap,n_neighbors,5,1.0,framework,rv_final,0.8342660069465637
swissroll,UMAP,umap,n_neighbors,5,1.0,framework,trustworthiness,0.9690054796830214
swissroll,UMAP,umap,n_neighbors,15,,reference,trustworthiness,0.9988536165907941
swissroll,UMAP,umap,n_neighbors,15,0.25,framework,procrustes,0.36925304582902096
swissroll,UMAP,umap,n_neighbors,15,0.25,framework,knn_overlap,0.8239666666666667
swissroll,UMAP,umap,n_neighbors,15,0.25,framework,rv_final,0.8499239683151245
swissroll,UMAP,umap,n_neighbors,15,0.25,framework,trustworthiness,0.9989970662620131
swissroll,UMAP,umap,n_neighbors,15,0.5,framework,procrustes,0.36900172465672726
swissroll,UMAP,umap,n_neighbors,15,0.5,framework,knn_overlap,0.8225000000000001
swissroll,UMAP,umap,n_neighbors,15,0.5,framework,rv_final,0.8782272338867188
swissroll,UMAP,umap,n_neighbors,15,0.5,framework,trustworthiness,0.9983327600741865
swissroll,UMAP,umap,n_neighbors,15,0.75,framework,procrustes,0.38187035426118404
swissroll,UMAP,umap,n_neighbors,15,0.75,framework,knn_overlap,0.8077333333333333
swissroll,UMAP,umap,n_neighbors,15,0.75,framework,rv_final,0.8877706527709961
swissroll,UMAP,umap,n_neighbors,15,0.75,framework,trustworthiness,0.9959873545776429
swissroll,UMAP,umap,n_neighbors,15,1.0,framework,procrustes,0.3835555234298196
swissroll,UMAP,umap,n_neighbors,15,1.0,framework,knn_overlap,0.7857333333333334
swissroll,UMAP,umap,n_neighbors,15,1.0,framework,rv_final,0.888670027256012
swissroll,UMAP,umap,n_neighbors,15,1.0,framework,trustworthiness,0.9938344798516271
swissroll,UMAP,umap,n_neighbors,30,,reference,trustworthiness,0.998761861406171
swissroll,UMAP,umap,n_neighbors,30,0.25,framework,procrustes,0.7791953083157255
swissroll,UMAP,umap,n_neighbors,30,0.25,framework,knn_overlap,0.8033666666666668
swissroll,UMAP,umap,n_neighbors,30,0.25,framework,rv_final,0.8679882884025574
swissroll,UMAP,umap,n_neighbors,30,0.25,framework,trustworthiness,0.9995486258641039
swissroll,UMAP,umap,n_neighbors,30,0.5,framework,procrustes,0.7789071990302492
swissroll,UMAP,umap,n_neighbors,30,0.5,framework,knn_overlap,0.8089666666666667
swissroll,UMAP,umap,n_neighbors,30,0.5,framework,rv_final,0.9032918214797974
swissroll,UMAP,umap,n_neighbors,30,0.5,framework,trustworthiness,0.9994206036081605
swissroll,UMAP,umap,n_neighbors,30,0.75,framework,procrustes,0.7727500994241607
swissroll,UMAP,umap,n_neighbors,30,0.75,framework,knn_overlap,0.7982
swissroll,UMAP,umap,n_neighbors,30,0.75,framework,rv_final,0.9113838076591492
swissroll,UMAP,umap,n_neighbors,30,0.75,framework,trustworthiness,0.9986744393862755
swissroll,UMAP,umap,n_neighbors,30,1.0,framework,procrustes,0.7839544603007162
swissroll,UMAP,umap,n_neighbors,30,1.0,framework,knn_overlap,0.7816666666666667
swissroll,UMAP,umap,n_neighbors,30,1.0,framework,rv_final,0.9070851802825928
swissroll,UMAP,umap,n_neighbors,30,1.0,framework,trustworthiness,0.9976169954476479
swissroll,UMAP,umap,n_neighbors,50,,reference,trustworthiness,0.9988937447310741
swissroll,UMAP,umap,n_neighbors,50,0.25,framework,procrustes,0.8332793122008131
swissroll,UMAP,umap,n_neighbors,50,0.25,framework,knn_overlap,0.7873666666666668
swissroll,UMAP,umap,n_neighbors,50,0.25,framework,rv_final,0.8834889531135559
swissroll,UMAP,umap,n_neighbors,50,0.25,framework,trustworthiness,0.9996659248018884
swissroll,UMAP,umap,n_neighbors,50,0.5,framework,procrustes,0.8238240508312119
swissroll,UMAP,umap,n_neighbors,50,0.5,framework,knn_overlap,0.7957333333333334
swissroll,UMAP,umap,n_neighbors,50,0.5,framework,rv_final,0.9161051511764526
swissroll,UMAP,umap,n_neighbors,50,0.5,framework,trustworthiness,0.9995355083459787
swissroll,UMAP,umap,n_neighbors,50,0.75,framework,procrustes,0.8284062670101316
swissroll,UMAP,umap,n_neighbors,50,0.75,framework,knn_overlap,0.7965
swissroll,UMAP,umap,n_neighbors,50,0.75,framework,rv_final,0.9229304790496826
swissroll,UMAP,umap,n_neighbors,50,0.75,framework,trustworthiness,0.9992394031360647
swissroll,UMAP,umap,n_neighbors,50,1.0,framework,procrustes,0.8336302494102564
swissroll,UMAP,umap,n_neighbors,50,1.0,framework,knn_overlap,0.7855666666666666
swissroll,UMAP,umap,n_neighbors,50,1.0,framework,rv_final,0.9157549142837524
swissroll,UMAP,umap,n_neighbors,50,1.0,framework,trustworthiness,0.9981381891755184
swissroll,UMAP,umap,n_neighbors,100,,reference,trustworthiness,0.9986227280391166
swissroll,UMAP,umap,n_neighbors,100,0.25,framework,procrustes,0.8878316345761686
swissroll,UMAP,umap,n_neighbors,100,0.25,framework,knn_overlap,0.7675333333333333
swissroll,UMAP,umap,n_neighbors,100,0.25,framework,rv_final,0.8999850749969482
swissroll,UMAP,umap,n_neighbors,100,0.25,framework,trustworthiness,0.9997385432473445
swissroll,UMAP,umap,n_neighbors,100,0.5,framework,procrustes,0.8506371263427499
swissroll,UMAP,umap,n_neighbors,100,0.5,framework,knn_overlap,0.7827666666666666
swissroll,UMAP,umap,n_neighbors,100,0.5,framework,rv_final,0.9308940768241882
swissroll,UMAP,umap,n_neighbors,100,0.5,framework,trustworthiness,0.9997153936941494
swissroll,UMAP,umap,n_neighbors,100,0.75,framework,procrustes,0.8571552864312854
swissroll,UMAP,umap,n_neighbors,100,0.75,framework,knn_overlap,0.7846333333333334
swissroll,UMAP,umap,n_neighbors,100,0.75,framework,rv_final,0.9312652945518494
swissroll,UMAP,umap,n_neighbors,100,0.75,framework,trustworthiness,0.9982726521665823
swissroll,UMAP,umap,n_neighbors,100,1.0,framework,procrustes,0.8595454627886263
swissroll,UMAP,umap,n_neighbors,100,1.0,framework,knn_overlap,0.7749000000000001
swissroll,UMAP,umap,n_neighbors,100,1.0,framework,rv_final,0.9231082201004028
swissroll,UMAP,umap,n_neighbors,100,1.0,framework,trustworthiness,0.9992132186815039
